,keyword,0
3877,다음화,1
3878,듣겠습니다오,1
3879,좋아요내,1
3880,직접읽어주시,1
3881,좋다대박이에요~~^^오,1
3882,필력이에욬ㅋ,1
3883,장난아닌데요공포,1
3884,“창조”,1
3885,내용이네요도움,1
3886,응원합니다~~좋으네요레전드,1
3887,해주네요명품배우,1
3888,보낼고,1
3889,잘들었습니다잘들을게요YTN,1
3890,2부,1
3891,들었습니다최고에요~~~~잘,1
3892,버리시길,1
3893,듣기좋네요♡기대됩니다,1
3894,좋아요듣기전,1
3895,들었어여잘,1
3896,"기대됩니다참여완료,너무",1
3897,읽어주는책,1
3898,편안해요편하,1
3899,들었어요~~잘들었습니다잘,1
3900,잘읽었던,1
3901,죽기전,1
3902,선리뷰,1
3903,갑니다누구,1
3904,좋아요성근형님,1
3905,들었습니다기대합니다기대하겠습니,1
3906,결제완료요,1
3907,돼요♥♥샀습니다,1
3908,만사형통하시기바랍니다잘,1
3909,들리네요이렇,1
3910,소,1
3911,하네요꼭,1
3912,멋지네요좋아요,1
3913,앞장,1
3914,이야기많이많이들려주세요^^재미있습니다어릴적감동이재밌어요좋아요~~잘,1
3915,좋아요독서하는걸,1
3916,멋있습니다좋아요유튜브,1
3917,소으름,1
3918,감사해요듣고,1
3919,~~좋아요낭독,1
3920,만들어진책,1
3921,ㅎ재밌어요좋아요나,1
3922,잘들었어요좋아요좋아용잘,1
3923,새겨들,1
3924,편안해져요♡우현,1
3925,어울려요재미있을듯잘들을게요~배우분들,1
3926,소설속,1
3927,조아요~~~재밌네요개굿굿ㄱ,1
3928,리얼한,1
3929,잘듣겠습니다~*잘들었습니다봉봉봉기대되네요마음,1
3930,다른것들,1
3931,들어야겠습니다좋아요,1
3932,합니다좋아요좋아요감사합니다,1
3933,느낌유익,1
3934,여성분,1
3935,있지만잘듣겠습니다새롭팟케스트,1
3936,관통,1
3937,낭독때,1
3938,이야기입니다심플리,1
3939,이야기잘들었어요들어보면재밌어요차분한,1
3940,관록,1
3941,자구상,1
3942,같네요좋,1
3943,아쉽네요긴,1
3944,좋네요강부자선생님,1
3945,듣겠습니다잘들을게요잘들을게요감사합니다엄마,1
3946,기대됩니다굿,1
3947,기다립니다잘,1
3948,함해봐야죠,1
3949,해요목소리,1
3950,해서요딜리트,1
3951,좋겟네요,1
3952,좋아욯ㅎ역시,1
3953,듣기조으네요듣기좋네요잘들었습니다,1
3954,또다르,1
3955,듣겠습니다이벤트,1
3956,살아오네요귀,1
3957,감사합니닿ㅎ멋진목소리,1
3958,감사해요목소리좋아요감동적입니다,1
3959,잘듣겠습니다좋아요흐흐정말,1
3960,들었습니다감사합니다감사합니다고전,1
3961,반가움,1
3962,안들았는데,1
3963,스타일이에요^^목소리,1
3964,기대됩니다기대됩니다good,1
3965,유익합니다감사합니다,1
3966,독특해요학창시절,1
3967,만들어주세요유익하다좋습니다~,1
3968,들어볼게요^좋아요잘,1
3969,현대귀,1
3970,잘들었어요~잘,1
3971,잘듣겠습니다잘들을게요잘들었습니다잘,1
3972,금연합시다제목,1
3973,나왔네요ㅠㅠㅠ,1
3974,기대기대오굿잘,1
3975,좋아요^^좋아요창비,1
3976,아람,1
3977,손해,1
3978,친근한,1
3979,만화가생각나네요^^생각,1
3980,힘든하루,1
3981,들을게요기대하겠읍니다그냥그럼ㅋ그냥,1
3982,^^너무너무,1
3983,그렇습니다ㅠ편집,1
3984,감기네요기대됩니다~재밌네요어릴때봤던,1
3985,미꾸라지,1
3986,그거네요잘,1
3987,들었습니다인간이란가슴,1
3988,ㅎㅎ공감되네요아이,1
3989,각자,1
3990,감사합니더매우,1
3991,거랑,1
3992,잘느꼈습니다^^재밌,1
3993,이해하기힘,1
3994,들을께요재치만점잘들었습니다~~~~~,1
3995,듣겠습니다~~^^기대됩니다문성근님,1
3996,좋아요기대되,1
3997,필요없겠죠최민식,1
3998,감사합니다저번,1
3999,들어볼게요잘들었습니다잘들었습니다좋습니다,1
4000,됩니다♡이야기속,1
4001,무서워…후덜덜,1
4002,좋으시다~좋아요,1
4003,좋아요어렸을적,1
4004,녹아내려요ㅜㅜ,1
4005,목,1
4006,역사서,1
4007,기대됩니다기대됩니다ybj,1
4008,"좋습니다좋아요좋습니다좋아요,좋아요",1
4009,됩니다최고입니다,1
4010,잘들었어요잘들었습니다,1
4011,자격,1
4012,^잘들었습니다귀호강했네욯ㅎ좋아요좋았어요틔ㅓㅇ규잘들었어요좋아요좋네요너무너무,1
4013,따뜻하네요^^만족스러워요좋아요좋아요좋습니다요즘같,1
4014,같아요내용,1
4015,친숙,1
4016,라디오늘,1
4017,좋ㅇᆢ요재밌어욯ㅎ앗,1
4018,듣기좋너요목소리,1
4019,무서워요ㅠ소름~~오~오~으~으~밤,1
4020,무해,1
4021,감사합니다좋은내용이네요굿귀,1
4022,정밀,1
4023,괜찬,1
4024,이선균,1
4025,ㅎㅎㅎㅎㅎ좋네요^^좋아요~~굿~잘들었습니다잘,1
4026,알려주시네요잘들었습니다~잘들었습니다잘듣고갑니다단순하게살도싶네요~재밌게듣고갑니다^^잘들었습니다유익하네요,1
4027,다울,1
4028,다시듣고,1
4029,변한거,1
4030,들었어요~좋아요잘,1
4031,좋아합니다좋아요잘,1
4032,아홋~~,1
4033,들어야겠어요이거,1
4034,하루하루,1
4035,목소립니다오발탄,1
4036,<중동편>,1
4037,듣기좋네요감사합니다좋아요좋네요,1
4038,목입삼,1
4039,성운군,1
4040,커피,1
4041,하는군요민식,1
4042,있네요신선한,1
4043,좋으세요~듣,1
4044,들을게요~듣는소설너무좋아요제가좋아하,1
4045,다가오네요재밌네요의외,1
4046,기대해봅니다좀,1
4047,기대되네요^^좋아요기대합니,1
4048,토닥토닥,1
4049,8GB,1
4050,고맙습니다감사히,1
4051,좋네요음성합성버전,1
4052,그려좋아요좋아요좋아요,1
4053,목소리~워낙,1
4054,조애요가슴아픈,1
4055,:)김새벽,1
4056,있군요책,1
4057,좋아요우와~~오디오,1
4058,들려주고픈아이럽미,1
4059,롤모델,1
4060,활약,1
4061,"하지만,오래된",1
4062,미학좋아요잠나요좋은내용입니다뼈,1
4063,상상속,1
4064,어린시절보던책계속,1
4065,좋네요차분히,1
4066,좋네요윤덕원,1
4067,요즈음,1
4068,직접책,1
4069,좋네요좋아요잘,1
4070,오디오북오디오북,1
4071,듣고싶어요유익합니,1
4072,있어요^^ㅅㅅ생생하,1
4073,재밌습니다생동감있,1
4074,갑니다Good^-^꿀~좋아요,1
4075,돼,1
4076,들었습니다힐링되네요좋아욪ㅇㅇ따뜻하네요도움,1
4077,딱이네요왓섭님,1
4078,콘텐츠인,1
4079,기분좋구,1
4080,들었습니다너무좋아요~제목부터,1
4081,최곱니,1
4082,잘들어보겠습니다감사합니다감사합니다잘들었습니다허지웅작가님,1
4083,＜김영민,1
4084,입원,1
4085,만사형통하시기바랍니다참,1
4086,ㅋ우,1
4087,쓰러져따,1
4088,싶었어욬ㅋㅋㅋㅋ,1
4089,들었습니다잘들었어요,1
4090,에피만,1
4091,무섭네요잘듣겟습니다생각,1
4092,들었어요성우들,1
4093,농담그냥뭐귯귯귯,1
4094,들어야겠습니다소재,1
4095,느껴지네요낭독자,1
4096,잘듣겠습니다~ㄷㄷ계속,1
4097,잘들을게요~정말,1
4098,공작,1
4099,아부지,1
4100,즐청하니다오디오북,1
4101,설득,1
4102,너무좋아요너무,1
4103,소개시켜줘야겠어요도움,1
4104,끄덕잘,1
4105,와닿습니다,1
4106,방해,1
4107,막대,1
4108,도움될거같아요꼭,1
4109,에이,1
4110,잘들을게요좋은컨텐츠,1
4111,좋네요좋은데요공감,1
4112,빨강머리앤괜찮아요,1
4113,잏구나,1
4114,ㅎㅎ좋아요nan오발탄,1
4115,들어와요~^^목소리좋아요~^^,1
4116,스토리였어요좋습니다허지웅이란,1
4117,찬란해,1
4118,추천합니다잘들었습니다설명,1
4119,고찰듣,1
4120,반복삽입,1
4121,보내드립니다목소리,1
4122,듣는동안,1
4123,영향력좋아잘,1
4124,나옴직한학창시절,1
4125,매치,1
4126,좋습니다기대됩니다낯익,1
4127,50권,1
4128,다르다맛보,1
4129,반가워요재밌게듣겠습니다잘들을께요잘,1
4130,감사드립니다ㅜㅜ감사합니다좋아요많,1
4131,재밌었는데,1
4132,필요없음멋진,1
4133,재앙,1
4134,교차,1
4135,국제분쟁지역,1
4136,지천명,1
4137,들을게요잘들을게요역시,1
4138,넘흐넘흐,1
4139,들을께요기대됩니다잘들을게요잘듣겠습니다잘듣겠습니다새벽씨,1
4140,ㅎㅎ언제든,1
4141,잔잔히좋아여nan좋아요좋아요,1
4142,갑니다Ebs,1
4143,좋아요재미있긴,1
4144,내용이네요잘들었습니다누군가,1
4145,색다르네요재미나네요,1
4146,^^재미있어욬ㅋㅋㅋ재밋거요,1
4147,들었습니다좋네요,1
4148,번역,1
4149,좋네요대박,1
4150,기대됩니다감사합니다재미있어요흑흑,1
4151,좋아요잘들었습니다좋은책이네요,1
4152,재미났습니다잘,1
4153,배우최민식배우님은목소리만들어,1
4154,역대급이구,1
4155,들을수있겠네요좋습니다좋습니다좋아요,1
4156,나세요~~~듣고싶었는데,1
4157,종다,1
4158,들었습니다좋습니다좋아요책,1
4159,내용입니다순교,1
4160,좋습니다잘듣고,1
4161,^^잘들었습니,1
4162,좋아효,1
4163,굿입니다좋아요~감사합니다좋아요,1
4164,잔잔하며좋네요배경음악,1
4165,좋네요음질,1
4166,감동이었어여역시,1
4167,"ㅋㅋㅋ,",1
4168,믾,1
4169,내용이네요차분히,1
4170,재미있어요아주,1
4171,연습끄덕,1
4172,가량,1
4173,재밌습니다목소리,1
4174,좋아요굿잘들었어요재미있네요,1
4175,좋네요들어보겠습니다신선하네요좋아요작가,1
4176,뉘,1
4177,들을게요딕션정말좋아요,1
4178,구독합니다잘,1
4179,같아요잘들었습니,1
4180,ㅎ소년,1
4181,듣겠습니다~좋아요우선,1
4182,스타,1
4183,흥미롭네요~언젠가,1
4184,호수가운데,1
4185,앤못,1
4186,남바완,1
4187,좋은내용이네,1
4188,좋았어요잘들었어요목소리,1
4189,정의로운,1
4190,일으키긴,1
4191,구웃잘들었습니다잘,1
4192,좋네욯ㅎ최민식님,1
4193,솔솔차분하,1
4194,흡입력이있네요목소리,1
4195,었습니,1
4196,체질,1
4197,기대됩니다유익한시간이었네요아주,1
4198,창조의원리,1
4199,시대정신,1
4200,300캐시nan올드보,1
4201,이윤,1
4202,좋았네요굿~~황석영,1
4203,‘상처,1
4204,미소짓,1
4205,창조적,1
4206,대박이네요감사합니다의미있고,1
4207,들었습니닿ㅎ빨강머리,1
4208,하네요,1
4209,경험좋네요렌즈속,1
4210,최상,1
4211,:)너무,1
4212,대박^^너무,1
4213,이끝내주네요처음,1
4214,그당시,1
4215,기대만빵입니,1
4216,재생,1
4217,그리구,1
4218,감사합니다두도시이야,1
4219,스탠드업,1
4220,다시듣기해야겠어요책읽기,1
4221,감사합니다좋네요잘,1
4222,자연인,1
4223,좋죠좋은,1
4224,감사합니다어른,1
4225,듣고갑니다편안하,1
4226,잘들엇어요공포라디오,1
4227,하더라구요이번,1
4228,합니다최,1
4229,멋져요~~~멋진목소리,1
4230,너무많네요,1
4231,다르네요좋은목소리,1
4232,김용옥,1
4233,새롭네요옛날,1
4234,40대를맞이하,1
4235,좋아요♥좋아여좋네요좋네요,1
4236,끊기는거,1
4237,집중되네욯ㅎ좋아요전후,1
4238,매력적이네요~~좋다성악설,1
4239,편안하네요,1
4240,생각해봅니다굿입니다,1
4241,사랑합시다잘들었습니다잘들었읍니다넘재밌어요잘들었습니다좋네요감사합니,1
4242,조으다~잘,1
4243,스토리텔러,1
4244,풀이,1
4245,들었습니다잘들었습니다좋,1
4246,여겨집니다역시,1
4247,될거같아서,1
4248,감사합니다긍정적,1
4249,고맙습니다민식이횽님,1
4250,읇는,1
4251,들었어요잘들었씁니,1
4252,좋네요~딜리트,1
4253,소녀시절,1
4254,다까,1
4255,오디오~~으스스한,1
4256,감사드려요^^좋아요명불허전^^언제들어,1
4257,잘듣고갑니다기대되네요넘좋네요,1
4258,매력적이네요많,1
4259,좋은것같아요빨강머리앤,1
4260,돋네요잘들을게요~~잘들을께요사랑스러운,1
4261,책한권읽는거라니,1
4262,엄벌,1
4263,궁금합니다좀비매니아로써,1
4264,이번달,1
4265,유용햔,1
4266,싶네요^^~잘들을게요잘들을께요,1
4267,듣겠습니다좋아요좋아요잘,1
4268,목소리좋아요들을만하네요,1
4269,라고조아요좋아요,1
4270,내주세요~^^감사합니다좋,1
4271,무엇무엇,1
4272,썸네일,1
4273,느낌이었어요기뻐요,1
4274,들을게오,1
4275,소름이오랜만,1
4276,ㅠ감사합니다성우,1
4277,능동적,1
4278,좋아요그랴요기대되네요감사합니다굳굳,1
4279,일품이시군용~~좋아요역시,1
4280,좋아했었는데잘들었어요잘,1
4281,카리스마재미,1
4282,방법아이돌,1
4283,응원합니다♥♥♥잘들었습니다기대합니다좋아요대박입니다기대됩니다재미있고,1
4284,바쁘네재밌네요~~^^목소리,1
4285,좋아ㅠㅠㅠㅠ,1
4286,ㅎ감사합니다~^^좋아요좋네요good,1
4287,빨간머리~,1
4288,진도가잘나가지않아서,1
4289,들어요너무,1
4290,기행기,1
4291,듣는느낌,1
4292,두번들으세요,1
4293,됩니다학창시절,1
4294,좋은거같아요~,1
4295,들어보세여재미있어요~~한번,1
4296,빨간머리앤~~,1
4297,있으신거같아요,1
4298,잘들을께용좋네요아름다운,1
4299,본인선택단순,1
4300,응원합니다기대합니다우리나라,1
4301,몫재미있네요,1
4302,잘들었습니다감사합니다cool재미있네요~좋습니,1
4303,긴책,1
4304,여행길과,1
4305,오지혜,1
4306,한글,1
4307,힐링되는듯해요~공감되네요좋아요좋아요아주,1
4308,ㅠㅠ유병재,1
4309,땜에하성운,1
4310,고퀄이네요좋네요,1
4311,잘들었습니다차분히,1
4312,제대로네요~야호호호꺅,1
4313,기대이상이네욯ㅎ담배,1
4314,감사합니다알라뷰,1
4315,잘들었습니다gd잘들었습니다잘,1
4316,음향,1
4317,#~목소리,1
4318,보겠습니다와우,1
4319,ㅎ오디오북좋아요책,1
4320,갑니다Goodgood기대됩니다잘,1
4321,들어볼게요~나무그림자,1
4322,각,1
4323,잘읽어주,1
4324,좋네요아,1
4325,괜찮습니다모두,1
4326,들어보세요좋네요,1
4327,같아요좋아요빨간머리앤,1
4328,잘봤어요~고민해봄직한,1
4329,느낌이네요,1
4330,좋네요집중,1
4331,좋으시네요편하,1
4332,내용이네요잘들을게요재밌습니다유익해요아이,1
4333,지도,1
4334,nan너무,1
4335,적립,1
4336,신깈ㅋ,1
4337,그래도톤이너무강해서집중이다소떨어짐짱ㅎㅎㅎㅎ좋아요이해,1
4338,공동체,1
4339,술,1
4340,뭘할꺼나,1
4341,~갓지웅,1
4342,맞이,1
4343,눈물한방떨구,1
4344,좀비마니아,1
4345,됩니다잘들었습니다우리,1
4346,좋으시네요윤덕원,1
4347,소오름오싹하네요,1
4348,재미있어요일하,1
4349,듣기좋네요^^추천합니다당신,1
4350,nannannan드디,1
4351,대배우님이시네요,1
4352,단순일,1
4353,떨려아름다운,1
4354,3분,1
4355,^^어려운말,1
4356,있습니다좋아요~평이한,1
4357,들어습니다응근무섭네요으스스합니다~무섭겠네요무섭당,1
4358,기대됩니다,1
4359,야간근무,1
4360,좋습다역시,1
4361,좋네요대혁명때,1
4362,접근법,1
4363,감사합니다잘들었읍니다,1
4364,콘텐츠좋아요연극,1
4365,듣는다시,1
4366,좋아요잔잔하니듣기좋은거같아요퀄리티좋은듯합니다잘때,1
4367,같은거,1
4368,됩니다우,1
4369,싶어집니다잘,1
4370,낭독목소리,1
4371,정혁석님,1
4372,좋다좋아요,1
4373,지네요잘듣고,1
4374,쉽게접할수있게되어좋습니,1
4375,우리딸,1
4376,들었습니다기대기대내,1
4377,들려주기좋아요재미있네요~애들에,1
4378,도망치다좋습니다목소리,1
4379,듣겠습니다잘듣겠습니,1
4380,합니다~좋아요좋습니다좋은내용,1
4381,들어봅시다감사합니다잘,1
4382,좋네요600캐쉬귀,1
4383,기대됩니다감사합니다기대되네요,1
4384,분쟁국가,1
4385,너마저,1
4386,좋네요최민식님,1
4387,접한다는,1
4388,속도가빠른겄같습니다,1
4389,샆다,1
4390,따뜻해집니다좋아요봉태규님,1
4391,만들어요좋아요좋아책,1
4392,성진환,1
4393,말보루연기,1
4394,슬프네요목소리,1
4395,ㅎ편히,1
4396,잘들었어요많,1
4397,수난이대,1
4398,들었습니다Good정형석,1
4399,만드네욬ㅋ,1
4400,좋네요아주,1
4401,ㄱㅅ하네요최민식,1
4402,프로그램이었어요^^간만,1
4403,대음에피소드기다려집니다,1
4404,대목,1
4405,듣겠습니다~^^창비,1
4406,쫙ㅡㅡ너무,1
4407,알게되었네요흥미진진합니,1
4408,같네요잘들었어요목소리,1
4409,되네요꼭,1
4410,잘듣겠습니다~~~~~,1
4411,듣겠습니다좋네요잔잔한,1
4412,갑니다밤에듣기좋아여좋아요~~좋습니다다들목소리좋네요,1
4413,잘들었어요감사합니다,1
4414,됩니다문성근님,1
4415,조선후기,1
4416,듣겠습니다잘들었습니다^^잘들었어요:)잘,1
4417,기회네요^^기대합니다좋,1
4418,최배우님,1
4419,베스트단순,1
4420,문소리씨,1
4421,좋은정보,1
4422,힘~걸리버여행기,1
4423,내맘훔쳐가주,1
4424,좋아요잘듣겠습니다좋네요잘,1
4425,애초,1
4426,성근님,1
4427,자랑,1
4428,현실입니다잘들었습니다잘,1
4429,'착일'아닌,1
4430,목소리♡낭독,1
4431,소스,1
4432,Good기대됩니,1
4433,주는것같어~공선옥,1
4434,배우님들좋아요감사합니다선리플,1
4435,퇴보,1
4436,죄수번호,1
4437,쩔,1
4438,직장맘,1
4439,혁씨,1
4440,잘들었습니다잘들었어요잘들었습니다잘,1
4441,기분좋아요좋,1
4442,파,1
4443,좋습니다계속,1
4444,목소리담담,1
4445,자국,1
4446,목소리네요목소리,1
4447,뭔말,1
4448,좋아요좋아요좋습니다좋아요좋아요굿굿굿잘들을게욥고맙습니다잘들었습니다잘들었습니다참신하네요,1
4449,본편도기대되네요잘들었습니다오랜만,1
4450,이모할머니,1
4451,맛깔라,1
4452,좋아요좋아요굿굳잠,1
4453,첫시집,1
4454,생각이나네요,1
4455,느낌이예요책,1
4456,좀비,1
4457,ㅇㅅㅇ좋은글감사합니다,1
4458,재미있네요목소리,1
4459,좋네요듣기편하네요~~^^재밌어요,1
4460,ㅎㅎ역시재밌네요블랙코미디,1
4461,편안하네여편하,1
4462,들었어요좋아요잘들었어요,1
4463,처세술,1
4464,논스톱,1
4465,국제분쟁,1
4466,들어보겠습니다정들었습니,1
4467,들어봐야징·잘,1
4468,굿들어보고싶네요진짜,1
4469,좋습니다성진환씨,1
4470,낸다목소리,1
4471,추천좋아요굿굿잘,1
4472,들었습니다좋아요~목소리,1
4473,좋아요동현님,1
4474,느껴진다좋아요,1
4475,싶네요너무,1
4476,슬프네요ㅠ슬픈,1
4477,찰떡같,1
4478,내용이였습니다목소리,1
4479,기대합니다책으로만본,1
4480,들었습니다소음,1
4481,요금제,1
4482,따뜻해지네요위로가되는제목이네요밤,1
4483,앤목소리,1
4484,오싹오싹,1
4485,너마저좋아요,1
4486,무용담,1
4487,듣기좋네요~잘들었어요앗,1
4488,체고,1
4489,구글트렌드,1
4490,무서워요낮,1
4491,컨텐츠재미있었습니닿ㅎ재미있어요잘들었습니다좋아요,1
4492,희망좋아요좋아요라디오,1
4493,다행이에요다행입니다건강하,1
4494,낭만,1
4495,고전접할수있어요어릴때,1
4496,이거때문,1
4497,오다오북,1
4498,ㅠㅜ연기해,1
4499,슬프네요ㅠㅠ재미있아요Goodㅜㅜ슬픔괴,1
4500,있기를바랍니다듣,1
4501,세상좋다,1
4502,감사한마음,1
4503,들엇습니다역시,1
4504,됩니다책,1
4505,시간안,1
4506,좋아요♥♥♥굿명작소설,1
4507,잘들었어요발음,1
4508,ㅎㅎㅎ고등학교,1
4509,스트리밍으로만,1
4510,대변,1
4511,듣네요장발장,1
4512,오롯,1
4513,기대됩니다똑똑해지는것같아요좋,1
4514,넘치네요오디오북,1
4515,잘들었음창조,1
4516,오디오북듣는구,1
4517,애정,1
4518,행복해진다하루하루,1
4519,♥응원합니,1
4520,이야기예지원,1
4521,감사합니다평소좋아하던작품,1
4522,결제함,1
4523,알찬거같아요나라별,1
4524,조아용,1
4525,심플하,1
4526,이웃,1
4527,좋아요좋네요좋,1
4528,내용이네요~~^^감사합니닿귀,1
4529,작가님글,1
4530,동물,1
4531,뜨나요아무것,1
4532,팟캐예요아이,1
4533,안들어온,1
4534,좋네예,1
4535,꼿혔음좋아요잘,1
4536,음편안한,1
4537,눈녹듯,1
4538,추천하겠습니다너무,1
4539,잘들었습니다이렇,1
4540,듭니다반가운,1
4541,조으다~최고예요nan유병재진이최고입니,1
4542,좋아요생동감,1
4543,나라되는거같아,1
4544,들을게용잘,1
4545,이야기달걀귀,1
4546,응원합니다♥♥♥좋아요잘들었습니다기대합니다기대됩니다좋아요감사합니다소설,1
4547,들었습니다좋아요좋아요,1
4548,잘들었습니다제목,1
4549,잘듣고가요잘듣겠습니다화이팅잘,1
4550,200MB씩,1
4551,강추좋아요,1
4552,듣고파요~너무좋아요듣,1
4553,듣겠어요으ㅡㅡㅡㅡ귀로,1
4554,저체온,1
4555,니들,1
4556,묻다,1
4557,ㅠㅠ잘,1
4558,집중하기좋아요배우분,1
4559,맛깔나네요,1
4560,좋아요잘들었어요많,1
4561,향연,1
4562,좋음잘들었요,1
4563,들었습니다잘듣겠습니다좋아요좋습니다조금,1
4564,어린아이목소리,1
4565,바랍니다힐링,1
4566,용,1
4567,좋이요목소리,1
4568,입니다섬세한,1
4569,절로나오네요,1
4570,정현이형,1
4571,따뜻하길,1
4572,예능기대됩니다좋네요,1
4573,있네요기대됩니다오오~~~,1
4574,한국스러운,1
4575,두단어,1
4576,좋을거같네요역시,1
4577,볼게요,1
4578,추석에잘들엇어요좋았습니다좋아요공감좋아요참,1
4579,좋아요기대됩니다도움되,1
4580,역시♡오발탄,1
4581,추천좋아요좋아요좋,1
4582,듣겠습니다글쎄요,1
4583,달당하,1
4584,생각이에요어린시절,1
4585,들을게요~공포보다,1
4586,적나라,1
4587,슥,1
4588,명령한다그동안,1
4589,좋습니다잘들었고,1
4590,좋습니다새롭네요여러,1
4591,같아요잘듯고갑니다좋급니다요좋아요정말,1
4592,재미있네욤ㅎㅎ아이랑,1
4593,큰도움이도는것같네요,1
4594,리얼해서,1
4595,밤이네요우울증있,1
4596,감사좋네요,1
4597,다했네문성근,1
4598,인생지침서배울점,1
4599,녹는다ㅠㅠㅠ너무,1
4600,아니네좋아하,1
4601,잘들었습니다잘들어볼게요잘들을께요좋아요~오디오,1
4602,좋은내용이네요,1
4603,낭독을듣고,1
4604,들어오네요보통좋아용재밌어요멋,1
4605,태아,1
4606,독창적,1
4607,읽어보세요^^좋네요듣기좋은거,1
4608,책한권,1
4609,좋은것좋아요,1
4610,직간접,1
4611,좋아요좋은데여재밋네용나이먹으니,1
4612,들었습니다유익하,1
4613,내용입니다잘들었어요너무,1
4614,들을게요젊을때,1
4615,시인답지,1
4616,내용이네요시대,1
4617,방법수입,1
4618,많은변화,1
4619,추천합니다좋은,1
4620,수험생,1
4621,미야자키,1
4622,부들,1
4623,느낌적,1
4624,재미있네요^^성우분,1
4625,^^좋아요듣기좋네요굿듣기,1
4626,너무비쌈동백꽃,1
4627,흠흠재미,1
4628,느낌좋아요참,1
4629,시도무섭네요잘들었습니다,1
4630,됩니다중학생,1
4631,들었습니다잘듣겠습니다멋지시네오황선미작가님좋아요좋네요듣기,1
4632,허무,1
4633,진실성,1
4634,사는거잖,1
4635,다음내용,1
4636,앤.,1
4637,심리학적,1
4638,배워보고싶네요너무,1
4639,좋겠다담배,1
4640,"디리터로서""딜리티즘""",1
4641,조아요내용,1
4642,묻어나네요마음,1
4643,좋네요좋네요좋,1
4644,들을게요좋아요좋아요새롭다,1
4645,지글지글한,1
4646,구독했습니다ㅠㅠ빨랑,1
4647,듣겠습니다좋아하,1
4648,다음장면,1
4649,조명되엇던,1
4650,오우목소리,1
4651,할게요너무너무,1
4652,좋으네요-^^잘들었네요~잘들었습니,1
4653,들을께요잔잔한,1
4654,정서적,1
4655,유익했어요궁금했던,1
4656,못들어주겠덜데,1
4657,구매하고싶어요~♡♡♡아이,1
4658,알기위한,1
4659,듣겠습니다좋읍니다^^잘,1
4660,아티스트,1
4661,못읽게하다,1
4662,느낌이었습니다목소리,1
4663,잘듣겠습니다좋아요기대됩니,1
4664,잘들었습니다좋아요아련한,1
4665,목소리연기,1
4666,하면섴ㅋㅋ재밌게들었습니다좋,1
4667,북이네요오디오북,1
4668,대표,1
4669,연출자,1
4670,소환,1
4671,좋네요기대되네요오디오북,1
4672,기대됩니다잘들었습니다열하일기,1
4673,연기해,1
4674,♡♡♡기다리,1
4675,유병재좋아요좋아요매우좋아요굳좋으네요좋아요,1
4676,감사합니다위로받고,1
4677,되는거,1
4678,좋습니다사랑합니다,1
4679,좋아요공감이요,1
4680,배우멋진,1
4681,오싹행ᆢㄷ오싹합니다,1
4682,이야기잘듣고갑니다애니메이션,1
4683,옛생각때문,1
4684,명심,1
4685,느낌좋아요좋네요율림,1
4686,좋아요좋아요좋아요좋아요좋아요조아요,1
4687,들었습니다짧지만,1
4688,같습니다잘들었읍니다드디,1
4689,들을께요좋아요잘들었습니다~~~~~,1
4690,감사합니다잘듣겠습니다이책,1
4691,절대고독,1
4692,독서클럽,1
4693,듣겠습니다감사합니다잘듣겠습니다~^^저,1
4694,직기,1
4695,좋아요멋집니,1
4696,좋아요추억소환굿참,1
4697,볼게요재미있네요,1
4698,재밋을거같네요기획,1
4699,아동,1
4700,펀하네요목소리,1
4701,작품속,1
4702,추억돋음,1
4703,화자,1
4704,좋으네요~♡기대됩니다^^좋네요좋아,1
4705,힘듦,1
4706,마찬가지,1
4707,귀여워요버전,1
4708,ㅎㅎㅎ이쁘,1
4709,감사좋,1
4710,좋아요~~~~빨리,1
4711,새롭네요듣는것,1
4712,경계인,1
4713,재미있어요*^유병재,1
4714,존경합니다너무,1
4715,소개할께요너무,1
4716,항쟁한강님,1
4717,강부자선생님,1
4718,청춘학원물,1
4719,뿌락치들,1
4720,좋네요좋아요좋은글,1
4721,강력,1
4722,신선하네요잘,1
4723,대표문학,1
4724,역시최민식님,1
4725,좋아요봏아요만족만족,1
4726,들었습니다좋아요굿새벽이라,1
4727,들을거예요,1
4728,같아욯,1
4729,오랫동안,1
4730,피는걸,1
4731,이방,1
4732,취침,1
4733,방송입니다감사합니다,1
4734,최백호님,1
4735,책을읽어주시다뇨,1
4736,우혀니남우현,1
4737,궁금햇는데,1
4738,합니다우,1
4739,아나운서들,1
4740,좀,1
4741,좋아요좋습니다좋네요,1
4742,최고봉,1
4743,추천합니다소통,1
4744,좋네요그리운,1
4745,같습니다살아오,1
4746,듣기딱입니다보는것보다,1
4747,주세요멋지네요내일,1
4748,문학감상,1
4749,잘들었습니다아,1
4750,드려요초록지붕집,1
4751,힘든분들,1
4752,옥소리,1
4753,좋은정보입니다~~한번읽어보고싶은책이었습니다~~좋아요~책,1
4754,기대합니다^^공지영,1
4755,ㅎ좋아요조아용,1
4756,겠어요좋네요,1
4757,잘들었습니다잘들었습니다잘,1
4758,오디유북까지,1
4759,준비한,1
4760,좋습니다성우들,1
4761,합니다오디오,1
4762,힐링들으,1
4763,7백원,1
4764,잘청취했습니다잘들었습니다좋아요,1
4765,요거,1
4766,성장드라마,1
4767,활발,1
4768,들었습니다안짤리,1
4769,ㅎㅎㅎ잼나네요~,1
4770,힐링받고,1
4771,잔잔한음성,1
