,title,voice,author,publish
445,<테이크아웃 오디오북> 몫,낭만서점,최은영,미메시스
446,[단편] 효진,정세랑,정세랑,미디어창비
447,[김동식 단편] 피노키오의 꿈,이준우,김동식,요다
448,[김동식 단편] 스크류지의 뱀파이어 가게,김민섭,김동식,요다
449,[김동식 단편] 지옥으로 간 사이비 교주,이준우,김동식,요다
450,[김동식 단편] 444번 채널의 동굴인들,이준우,김동식,요다
451,[김동식 단편] 어린 왕자의 별,이준우,김동식,요다
452,[김동식 단편] 협곡에서의 식인,이준우,김동식,요다
453,[김동식 단편] 공 박사의 좀비 바이러스,이준우,김동식,요다
454,[김동식 단편] 영원히 늙지 않는 인간들,이준우,김동식,요다
455,[김동식 단편] 흐르는 물이 되어,이준우,,요다
456,[김동식 단편] 어디까지 인간으로 볼 것인가,이준우,김동식,요다
457,[김동식 단편] 사망 공동체,김민섭,김동식,요다
458,[김동식 단편] 식인 빌딩,이준우,김동식,요다
459,[김동식 단편] 인간 재활용,이준우,김동식,요다
460,[김동식 단편] 돈독 오른 예언가,이준우,김동식,요다
461,[김동식 단편] 보물은 쓸 줄 아는 사람에게 주어져야 한다,이준우,김동식,요다
462,[김동식 단편] 운석의 주인,이준우,김동식,요다
463,"[김동식 단편] 소녀와 소년, 누구를 선택해야 하는가?",이준우,김동식,요다
464,[김동식 단편] 디지털 고려장,이준우,김동식,요다
465,[김동식 단편] 손가락이 여섯 개인 신인류,김민섭,김동식,요다
466,[김동식 단편] 신의 소원,이준우,김동식,요다
467,[김동식 단편] 아웃팅,이준우,김동식,요다
468,"[김동식 단편] 낮인간, 밤인간",이준우,김동식,요다
469,[김동식 단편] 무인도의 부자 노인,김민섭,김동식,요다
470,[김동식 단편] 회색 인간,김민섭,김동식,요다
471,회색 인간,"김민섭,이준우",김동식,요다
472,조선의 마지막 황태자 이은,"윤호,심규혁,권인지,유경선,이재범",김근배,테라스북
473,조여정의 오이디푸스왕,조여정,소포클레스,(주)오디언소리
474,이보영의 노인과 바다,이보영,헤밍웨이,책읽는동네
475,당신의 슬픔을 훔칠게요,김현,김현,미디어창비
