,Unnamed: 0,nickname,rating,title,voice,author,review,created,publish,genre,length
14118,14118,비스트마린,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사,어린이동화,6
14119,14119,노략질약탈,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.24,한국교육방송공사,어린이동화,3
14120,14120,kdb17,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사,어린이동화,6
14123,14123,칰티즌,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋습니다,2020.02.24,한국교육방송공사,어린이동화,4
14125,14125,행복하자810,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요^^,2020.02.24,한국교육방송공사,어린이동화,5
14127,14127,lke,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,굿입니다,2020.02.24,한국교육방송공사,어린이동화,4
14128,14128,소리를먹는다,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.24,한국교육방송공사,어린이동화,3
14129,14129,은하로,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 듣고 갑니다,2020.02.24,한국교육방송공사,어린이동화,8
14130,14130,종윤의그날,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사,어린이동화,6
14131,14131,전력질주80,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사,어린이동화,6
14137,14137,뽁이아빠s9,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.23,한국교육방송공사,어린이동화,6
14138,14138,boss0546,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.23,한국교육방송공사,어린이동화,6
14140,14140,jm1014,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌네요,2020.02.23,한국교육방송공사,어린이동화,4
14145,14145,별곁달,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.23,한국교육방송공사,어린이동화,7
14148,14148,yikiyiki,70,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.23,한국교육방송공사,어린이동화,6
14149,14149,legacykh,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.23,한국교육방송공사,어린이동화,6
14151,14151,뽕구라,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.23,한국교육방송공사,어린이동화,7
14152,14152,philbob,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,감사합니다,2020.02.23,한국교육방송공사,어린이동화,5
14155,14155,심심이190,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘듣고 갑니다,2020.02.23,한국교육방송공사,어린이동화,7
14156,14156,좌파옵션,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,소 굿,2020.02.23,한국교육방송공사,어린이동화,3
14164,14164,요요제로,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌어요 ~굿,2020.02.23,한국교육방송공사,어린이동화,7
14165,14165,e설아,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다!,2020.02.23,한국교육방송공사,어린이동화,8
14168,14168,5Valentine,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,듣기 좋아요.,2020.02.23,한국교육방송공사,어린이동화,7
14169,14169,곰문,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 듣겠습니다!,2020.02.23,한국교육방송공사,어린이동화,8
14170,14170,쁘레따뽀h,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었어요 별5개,2020.02.23,한국교육방송공사,어린이동화,9
14174,14174,chichi04,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,굿~,2020.02.22,한국교육방송공사,어린이동화,2
14178,14178,86Asia,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,감사합니다,2020.02.22,한국교육방송공사,어린이동화,5
14180,14180,s4o2o9n,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋습니다..,2020.02.22,한국교육방송공사,어린이동화,6
14185,14185,풉치팝칫,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을게요,2020.02.22,한국교육방송공사,어린이동화,5
14186,14186,대룡리말바위,70,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들을게요,2020.02.22,한국교육방송공사,어린이동화,6
14188,14188,모리영,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을게요,2020.02.22,한국교육방송공사,어린이동화,5
14189,14189,peaceap,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘듣겠습니다,2020.02.22,한국교육방송공사,어린이동화,6
14190,14190,고트프리트,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.22,한국교육방송공사,어린이동화,7
14191,14191,안산가영맘,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었어요,2020.02.22,한국교육방송공사,어린이동화,6
14193,14193,화성에서온아저씨,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들을께요ㅎ,2020.02.22,한국교육방송공사,어린이동화,7
14196,14196,히풋러,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,굿,2020.02.22,한국교육방송공사,어린이동화,1
14197,14197,190711,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋습니다,2020.02.22,한국교육방송공사,어린이동화,4
14198,14198,빌뉴스,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요~,2020.02.22,한국교육방송공사,어린이동화,4
14199,14199,화효,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.22,한국교육방송공사,어린이동화,3
14204,14204,머라하꼬이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.22,한국교육방송공사,어린이동화,3
14217,14217,이번총선은한일전이다,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,정말 좋아요,2020.02.21,한국교육방송공사,어린이동화,6
14218,14218,홍홍37,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,정말 좋아요,2020.02.21,한국교육방송공사,어린이동화,6
14229,14229,ceo7302,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,너무 좋아요,2020.02.21,한국교육방송공사,어린이동화,6
14238,14238,롱박,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요~~,2020.02.21,한국교육방송공사,어린이동화,5
14240,14240,ironman08,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.21,한국교육방송공사,어린이동화,3
14243,14243,닭강정호,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요...,2020.02.21,한국교육방송공사,어린이동화,6
14255,14255,nullfehler,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.20,한국교육방송공사,어린이동화,7
14256,14256,미까사뚜까사,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.20,한국교육방송공사,어린이동화,7
14260,14260,꼭안아주세요,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.20,한국교육방송공사,어린이동화,3
14263,14263,깨끗한유리,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋습니다ㅎ,2020.02.20,한국교육방송공사,어린이동화,5
14265,14265,깐풍귀,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.20,한국교육방송공사,어린이동화,3
14270,14270,고사부,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,굿굿굿,2020.02.20,한국교육방송공사,어린이동화,3
14272,14272,한결1온새미로,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요 ^^,2020.02.20,한국교육방송공사,어린이동화,6
14276,14276,짬짜면대장,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋네요 감사합니다,2020.02.20,한국교육방송공사,어린이동화,9
14277,14277,튀각먹깨비,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,감사합니다,2020.02.20,한국교육방송공사,어린이동화,5
14283,14283,윤창c,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋습니다,2020.02.20,한국교육방송공사,어린이동화,4
14284,14284,junsoo,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.20,한국교육방송공사,어린이동화,7
14296,14296,어ㅏ눠너,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,듣기 좋아요,2020.02.20,한국교육방송공사,어린이동화,6
14297,14297,denty77,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌어요,2020.02.20,한국교육방송공사,어린이동화,4
14302,14302,자미로콰이1,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다.,2020.02.20,한국교육방송공사,어린이동화,8
14304,14304,bato,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.20,한국교육방송공사,어린이동화,6
14305,14305,설원의늑대,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었어요,2020.02.20,한국교육방송공사,어린이동화,5
14307,14307,bokdolphin,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,너무 좋아요!!,2020.02.20,한국교육방송공사,어린이동화,8
14314,14314,타우너터보1,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,짱~좋아요,2020.02.20,한국교육방송공사,어린이동화,5
14315,14315,오늘두내일두호날두,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 듣고 있어요,2020.02.20,한국교육방송공사,어린이동화,8
14316,14316,sksacyhpar,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.20,한국교육방송공사,어린이동화,6
14318,14318,파란하늘1004,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.20,한국교육방송공사,어린이동화,6
14319,14319,우리가최욱이다,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,감사합니다,2020.02.20,한국교육방송공사,어린이동화,5
14322,14322,weewee,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,목소리 좋아요,2020.02.19,한국교육방송공사,어린이동화,7
14329,14329,dokyunman,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌어요,2020.02.19,한국교육방송공사,어린이동화,4
14330,14330,아봉쓰,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요~~,2020.02.19,한국교육방송공사,어린이동화,5
14331,14331,남녀,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,오디오북 좋아요,2020.02.19,한국교육방송공사,어린이동화,8
14341,14341,yueun,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요.,2020.02.19,한국교육방송공사,어린이동화,4
14342,14342,하늘달비,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요.,2020.02.19,한국교육방송공사,어린이동화,4
14343,14343,티씨지는부산더락,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사,어린이동화,3
14344,14344,yangjan,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사,어린이동화,3
14345,14345,쌀까마,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다.,2020.02.19,한국교육방송공사,어린이동화,7
14347,14347,KNUT,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사,어린이동화,3
14349,14349,ddorg321,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었읍니다.,2020.02.19,한국교육방송공사,어린이동화,7
14352,14352,절대지지않는다,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌네요~^^,2020.02.19,한국교육방송공사,어린이동화,7
14353,14353,mooks11,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.19,한국교육방송공사,어린이동화,6
14357,14357,킹우석,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋습니다,2020.02.19,한국교육방송공사,어린이동화,4
14360,14360,핑크종윤,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요.,2020.02.19,한국교육방송공사,어린이동화,4
14362,14362,후후5168,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사,어린이동화,3
14364,14364,YSCHOI17,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사,어린이동화,3
14368,14368,아산둔포황소야,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을게요,2020.02.19,한국교육방송공사,어린이동화,5
14377,14377,꺆꺆꺆,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.19,한국교육방송공사,어린이동화,6
14379,14379,스티브잡스너,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.19,한국교육방송공사,어린이동화,6
14384,14384,흐흐앙,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사,어린이동화,3
14385,14385,니스테르,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.19,한국교육방송공사,어린이동화,6
14387,14387,심심한걸,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을께요~^^,2020.02.19,한국교육방송공사,어린이동화,8
14390,14390,환희루희결희아빠,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을께요,2020.02.19,한국교육방송공사,어린이동화,5
14391,14391,truffle,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을게요,2020.02.19,한국교육방송공사,어린이동화,5
14392,14392,419,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을께요,2020.02.19,한국교육방송공사,어린이동화,5
14395,14395,하얀사슴,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 듣겠습니다,2020.02.19,한국교육방송공사,어린이동화,7
14396,14396,iy56,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 듣겠습니다,2020.02.19,한국교육방송공사,어린이동화,7
14397,14397,큐트보이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들을께요~,2020.02.19,한국교육방송공사,어린이동화,7
14399,14399,해피1003,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘듣겠습니다,2020.02.19,한국교육방송공사,어린이동화,6
14400,14400,에르네스또,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘듣겠습니다,2020.02.19,한국교육방송공사,어린이동화,6
14402,14402,알렉스퍼기,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,정말좋아요,2020.02.19,한국교육방송공사,어린이동화,5
14404,14404,짱승히아로,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,베리굿,2020.02.19,한국교육방송공사,어린이동화,3
14405,14405,유리라고요,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.19,한국교육방송공사,어린이동화,6
14407,14407,천도복숭아,70,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.19,한국교육방송공사,어린이동화,7
14409,14409,tonikroos,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.19,한국교육방송공사,어린이동화,7
14411,14411,빽가짝꿍,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사,어린이동화,3
14413,14413,daca5656,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.19,한국교육방송공사,어린이동화,6
14417,14417,podcastcho,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사,어린이동화,3
14421,14421,이궁우궁,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.19,한국교육방송공사,어린이동화,3
14422,14422,개털,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,참 좋아요,2020.02.19,한국교육방송공사,어린이동화,5
14423,14423,miltaiji,60,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요~~,2020.02.19,한국교육방송공사,어린이동화,5
14426,14426,Mizw,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,굿,2020.01.16,한국교육방송공사,어린이동화,1
14433,14433,촛불은영원해야한다,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 듣겠습니다,2020.02.26,한국교육방송공사,어린이동화,7
14450,14450,살라뽀글이,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,굿,2020.02.26,한국교육방송공사,어린이동화,1
14453,14453,hands6035,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.26,한국교육방송공사,어린이동화,3
14462,14462,lesmise,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들을게요,2020.02.26,한국교육방송공사,어린이동화,5
14466,14466,혜순sz,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.26,한국교육방송공사,어린이동화,3
14468,14468,밤턴소년단,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요.,2020.02.26,한국교육방송공사,어린이동화,4
14474,14474,JTY,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 듣겠습니다,2020.02.26,한국교육방송공사,어린이동화,7
14478,14478,청솔모,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요.,2020.02.25,한국교육방송공사,어린이동화,4
14479,14479,하늘로간호수,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.25,한국교육방송공사,어린이동화,3
14480,14480,쭌팔,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요~,2020.02.25,한국교육방송공사,어린이동화,4
14482,14482,엘리브,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋습니다,2020.02.25,한국교육방송공사,어린이동화,4
14485,14485,주야파파,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 들었습니다,2020.02.25,한국교육방송공사,어린이동화,7
14486,14486,나이야르르,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었어요,2020.02.25,한국교육방송공사,어린이동화,5
14487,14487,no10루니,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.25,한국교육방송공사,어린이동화,6
14489,14489,림79,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.25,한국교육방송공사,어린이동화,6
14491,14491,가뎐,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.25,한국교육방송공사,어린이동화,6
14496,14496,syd60,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋습니다,2020.02.25,한국교육방송공사,어린이동화,4
14500,14500,가출소년,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 들었습니다,2020.02.25,한국교육방송공사,어린이동화,7
14504,14504,바티스타,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 듣겠습니다.,2020.02.25,한국교육방송공사,어린이동화,8
14508,14508,건강콩이,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.25,한국교육방송공사,어린이동화,6
14511,14511,우아한오아,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요 감사합니다,2020.02.25,한국교육방송공사,어린이동화,9
14513,14513,ㄱㄹㄴㅁ,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요좋아요,2020.02.25,한국교육방송공사,어린이동화,6
14514,14514,나룻배와행인,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘듣겠습니다,2020.02.25,한국교육방송공사,어린이동화,6
14515,14515,지구공주,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.25,한국교육방송공사,어린이동화,3
14516,14516,popo12,80,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.25,한국교육방송공사,어린이동화,3
14520,14520,빠라까라빠라,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘듣겠습니다,2020.02.25,한국교육방송공사,어린이동화,6
14521,14521,1만원주라고,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 듣겠습니다,2020.02.25,한국교육방송공사,어린이동화,7
14522,14522,gj주,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.25,한국교육방송공사,어린이동화,3
14523,14523,mo0225,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,너무 좋아요,2020.02.24,한국교육방송공사,어린이동화,6
14530,14530,punx1545,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사,어린이동화,6
14533,14533,conan34,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사,어린이동화,6
14534,14534,젠니,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사,어린이동화,6
14536,14536,돌격돼지,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사,어린이동화,6
14537,14537,로이야드,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.24,한국교육방송공사,어린이동화,3
14538,14538,비스트마린,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사,어린이동화,6
14539,14539,노략질약탈,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.24,한국교육방송공사,어린이동화,3
14540,14540,kdb17,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사,어린이동화,6
14545,14545,행복하자810,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.24,한국교육방송공사,어린이동화,6
14547,14547,lke,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요♡♡♡♡♡,2020.02.24,한국교육방송공사,어린이동화,8
14548,14548,소리를먹는다,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요,2020.02.24,한국교육방송공사,어린이동화,3
14549,14549,은하로,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 듣고 갑니다,2020.02.24,한국교육방송공사,어린이동화,8
14550,14550,종윤의그날,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었어요!!!!,2020.02.24,한국교육방송공사,어린이동화,9
14558,14558,boss0546,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.23,한국교육방송공사,어린이동화,6
14560,14560,jm1014,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.23,한국교육방송공사,어린이동화,6
14563,14563,미친세상의봄,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 들었습니다,2020.02.23,한국교육방송공사,어린이동화,7
14564,14564,김대물,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,최고에요~~~~,2020.02.23,한국교육방송공사,어린이동화,8
14565,14565,별곁달,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 들었습니다,2020.02.23,한국교육방송공사,어린이동화,7
14568,14568,고고잉,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 들었어요~^^,2020.02.23,한국교육방송공사,어린이동화,9
14569,14569,yikiyiki,60,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘들었습니다,2020.02.23,한국교육방송공사,어린이동화,6
14573,14573,philbob,90,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,감사합니다,2020.02.23,한국교육방송공사,어린이동화,5
14576,14576,좌파옵션,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,소귯 굿굿,2020.02.23,한국교육방송공사,어린이동화,5
14581,14581,wondake,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,듣기 좋습니다,2020.02.23,한국교육방송공사,어린이동화,7
14586,14586,e설아,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 들었습니다,2020.02.23,한국교육방송공사,어린이동화,7
14590,14590,곰문,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘 듣겠습니다!,2020.02.23,한국교육방송공사,어린이동화,8
14593,14593,lennonian,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋습니다!,2020.02.23,한국교육방송공사,어린이동화,5
14594,14594,진이혁,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,잘듣고 갑니다,2020.02.23,한국교육방송공사,어린이동화,7
14595,14595,chichi04,100,[EBS 세계문학전집] 장발장,정형석,빅토르 위고,좋아요~,2020.02.22,한국교육방송공사,어린이동화,4
