,Unnamed: 0,nickname,rating,title,voice,author,review,created,publish,genre,length
0,0,유노창민,100,저스트 어 모멘트,이나리,이경화,잘들었습니다.,2020.11.06,탐,소설문학,7
6,6,이뿐똥꼬킹,100,[단편] 헤엄치는 밤,최인영,한유주,굿입니다,2020.10.28,미디어창비,소설문학,4
7,7,청솔모,100,[단편] 헤엄치는 밤,최인영,한유주,참 좋아요.,2020.10.28,미디어창비,소설문학,6
8,8,Sangyub,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.28,미디어창비,소설문학,3
10,10,니체짱,100,[단편] 헤엄치는 밤,최인영,한유주,단편 감사해요,2020.10.27,미디어창비,소설문학,7
11,11,마르크그라프,100,[단편] 헤엄치는 밤,최인영,한유주,잘들었습니다,2020.10.27,미디어창비,소설문학,6
12,12,sksacyhpar,100,[단편] 헤엄치는 밤,최인영,한유주,잘들었습니다,2020.10.27,미디어창비,소설문학,6
13,13,Chivarly,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들어보겠습니다,2020.10.27,미디어창비,소설문학,9
15,15,중국와이파이,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들었습니다,2020.10.27,미디어창비,소설문학,7
17,17,yuj0715,100,[단편] 헤엄치는 밤,최인영,한유주,잘들었어요,2020.10.27,미디어창비,소설문학,5
20,20,세인트케이,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.26,미디어창비,소설문학,3
22,22,꼭안아주세요,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.26,미디어창비,소설문학,3
23,23,shinmg1209,100,[단편] 헤엄치는 밤,최인영,한유주,잘들었습니다,2020.10.26,미디어창비,소설문학,6
24,24,소리를먹는다,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.26,미디어창비,소설문학,3
25,25,겁나빠른달팽이,100,[단편] 헤엄치는 밤,최인영,한유주,감사합니다,2020.10.26,미디어창비,소설문학,5
27,27,마임,100,[단편] 헤엄치는 밤,최인영,한유주,잘들었습니다,2020.10.26,미디어창비,소설문학,6
28,28,cowboybaby,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들었습니다,2020.10.25,미디어창비,소설문학,7
29,29,니나노니니노,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.25,미디어창비,소설문학,3
33,33,익산군,100,[단편] 헤엄치는 밤,최인영,한유주,잘듣고갑니다,2020.10.25,미디어창비,소설문학,6
34,34,pknu80,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들었습니다,2020.10.24,미디어창비,소설문학,7
35,35,심심한걸,100,[단편] 헤엄치는 밤,최인영,한유주,잘들을께여,2020.10.24,미디어창비,소설문학,5
36,36,블루윙즈95,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.24,미디어창비,소설문학,3
37,37,벅스턴,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.24,미디어창비,소설문학,3
38,38,마리에서,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.24,미디어창비,소설문학,3
39,39,biotite,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들었습니다,2020.10.24,미디어창비,소설문학,7
41,41,ungshin,100,[단편] 헤엄치는 밤,최인영,한유주,잘들을께요,2020.10.24,미디어창비,소설문학,5
42,42,스케일링비더내김환,100,[단편] 헤엄치는 밤,최인영,한유주,잘듣겠습니다,2020.10.23,미디어창비,소설문학,6
43,43,홍홍37,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비,소설문학,3
45,45,baboss,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비,소설문학,3
47,47,하드코어질럿,100,[단편] 헤엄치는 밤,최인영,한유주,너무 좋아요,2020.10.23,미디어창비,소설문학,6
48,48,건바이건,100,[단편] 헤엄치는 밤,최인영,한유주,가을에 잘어울려요,2020.10.23,미디어창비,소설문학,9
49,49,고트프리트,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들었어요,2020.10.23,미디어창비,소설문학,6
50,50,원총수,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비,소설문학,3
51,51,그레이빈,100,[단편] 헤엄치는 밤,최인영,한유주,잘들었어요..,2020.10.23,미디어창비,소설문학,7
52,52,kaineus45,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들었습니다.,2020.10.23,미디어창비,소설문학,8
54,54,레모나산임,100,[단편] 헤엄치는 밤,최인영,한유주,감사합니다,2020.10.23,미디어창비,소설문학,5
55,55,KNUT,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비,소설문학,3
56,56,짬짜면대장,100,[단편] 헤엄치는 밤,최인영,한유주,좋네요 감사합니다,2020.10.23,미디어창비,소설문학,9
57,57,대룡리말바위,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비,소설문학,3
58,58,ㅂㅌㅅ,100,[단편] 헤엄치는 밤,최인영,한유주,좋습니다,2020.10.23,미디어창비,소설문학,4
59,59,밤턴소년단,100,[단편] 헤엄치는 밤,최인영,한유주,감사합니다,2020.10.23,미디어창비,소설문학,5
62,62,momo0511,100,[단편] 헤엄치는 밤,최인영,한유주,잘들었습니다,2020.10.23,미디어창비,소설문학,6
63,63,축구adgj1234,100,[단편] 헤엄치는 밤,최인영,한유주,감사합니다,2020.10.23,미디어창비,소설문학,5
64,64,initialj,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비,소설문학,3
66,66,나이스가이72,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,모두 좋습니다.,2020.10.29,미디어창비,소설문학,8
68,68,뜬구름0,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.28,미디어창비,소설문학,3
70,70,주야파파,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.28,미디어창비,소설문학,3
71,71,이뿐똥꼬킹,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋습니다,2020.10.28,미디어창비,소설문학,4
72,72,bsy0076,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.28,미디어창비,소설문학,3
73,73,Sangyub,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.28,미디어창비,소설문학,3
74,74,변경닉네임,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,굿굿굿,2020.10.27,미디어창비,소설문학,3
75,75,엄um,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들을게욥,2020.10.27,미디어창비,소설문학,5
76,76,니체짱,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,고맙습니다,2020.10.27,미디어창비,소설문학,5
77,77,마르크그라프,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다,2020.10.27,미디어창비,소설문학,6
78,78,sksacyhpar,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다,2020.10.27,미디어창비,소설문학,6
80,80,ahdcl1020,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었어요^^,2020.10.27,미디어창비,소설문학,7
81,81,중국와이파이,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘듵었습니다 ㅎㅎ,2020.10.27,미디어창비,소설문학,9
83,83,yuj0715,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다,2020.10.27,미디어창비,소설문학,6
86,86,세인트케이,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.26,미디어창비,소설문학,3
87,87,훈준용엄마,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다.,2020.10.26,미디어창비,소설문학,7
88,88,제주남45877,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,굿,2020.10.26,미디어창비,소설문학,1
90,90,꼭안아주세요,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.26,미디어창비,소설문학,3
91,91,shinmg1209,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다,2020.10.26,미디어창비,소설문학,6
93,93,소리를먹는다,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.26,미디어창비,소설문학,3
94,94,겁나빠른달팽이,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,감사합니다,2020.10.26,미디어창비,소설문학,5
95,95,마임,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,감사해요,2020.10.26,미디어창비,소설문학,4
96,96,09abc,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘듣고갑니다!,2020.10.25,미디어창비,소설문학,7
97,97,HawaiiZoa,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 들었습니다,2020.10.25,미디어창비,소설문학,7
98,98,코끼리311,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 듣고 갑니다.,2020.10.25,미디어창비,소설문학,9
99,99,신화바앙패,60,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 듣고갑니다,2020.10.25,미디어창비,소설문학,7
100,100,익산군,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.25,미디어창비,소설문학,3
101,101,pknu80,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 들었습니다,2020.10.24,미디어창비,소설문학,7
102,102,심심한걸,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들을께여,2020.10.24,미디어창비,소설문학,5
103,103,블루윙즈95,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.24,미디어창비,소설문학,3
104,104,벅스턴,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.24,미디어창비,소설문학,3
105,105,청솔모,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,참 좋아요.,2020.10.24,미디어창비,소설문학,6
106,106,마리에서,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.24,미디어창비,소설문학,3
107,107,biotite,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 들었어요,2020.10.24,미디어창비,소설문학,6
110,110,eimhomi,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,감사합니다,2020.10.24,미디어창비,소설문학,5
111,111,스케일링비더내김환,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘듣겠습니다,2020.10.23,미디어창비,소설문학,6
113,113,baboss,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.23,미디어창비,소설문학,3
116,116,하드코어질럿,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,너무 좋아요,2020.10.23,미디어창비,소설문학,6
119,119,고트프리트,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋습니다,2020.10.23,미디어창비,소설문학,4
121,121,히라0,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.23,미디어창비,소설문학,3
122,122,KNUT,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.23,미디어창비,소설문학,3
124,124,ㅂㅌㅅ,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋습니다,2020.10.23,미디어창비,소설문학,4
125,125,밤턴소년단,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,감사합니다,2020.10.23,미디어창비,소설문학,5
127,127,바른말쟁이,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 듣겠습니다.,2020.10.23,미디어창비,소설문학,8
128,128,momo0511,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다,2020.10.23,미디어창비,소설문학,6
129,129,축구adgj1234,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,감사합니다,2020.10.23,미디어창비,소설문학,5
130,130,initialj,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.23,미디어창비,소설문학,3
137,137,주야파파,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.28,미디어창비,소설문학,3
138,138,이뿐똥꼬킹,100,[단편] 돼지 먹이,김보나,듀나,좋습니다,2020.10.28,미디어창비,소설문학,4
140,140,bsy0076,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.28,미디어창비,소설문학,3
141,141,Sangyub,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.28,미디어창비,소설문학,3
142,142,변경닉네임,100,[단편] 돼지 먹이,김보나,듀나,굿굿굿,2020.10.27,미디어창비,소설문학,3
143,143,니체짱,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.27,미디어창비,소설문학,3
144,144,마르크그라프,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.27,미디어창비,소설문학,6
145,145,tonikroos,80,[단편] 돼지 먹이,김보나,듀나,잘 들었어요,2020.10.27,미디어창비,소설문학,6
146,146,sksacyhpar,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.27,미디어창비,소설문학,6
147,147,Chivarly,100,[단편] 돼지 먹이,김보나,듀나,재밌겠네요,2020.10.27,미디어창비,소설문학,5
148,148,ahdcl1020,100,[단편] 돼지 먹이,김보나,듀나,잘들어어요^^,2020.10.27,미디어창비,소설문학,7
151,151,kimsfull,100,[단편] 돼지 먹이,김보나,듀나,잘 들었습니다.,2020.10.27,미디어창비,소설문학,8
154,154,브람스00,100,[단편] 돼지 먹이,김보나,듀나,좋아요^,2020.10.27,미디어창비,소설문학,4
156,156,세인트케이,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.26,미디어창비,소설문학,3
159,159,꼭안아주세요,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.26,미디어창비,소설문학,3
160,160,shinmg1209,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.26,미디어창비,소설문학,6
162,162,소리를먹는다,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.26,미디어창비,소설문학,3
163,163,겁나빠른달팽이,100,[단편] 돼지 먹이,김보나,듀나,감사합니다,2020.10.26,미디어창비,소설문학,5
165,165,짱승히아로,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.25,미디어창비,소설문학,3
166,166,코끼리311,80,[단편] 돼지 먹이,김보나,듀나,잘들었습니다.,2020.10.25,미디어창비,소설문학,7
169,169,익산군,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.25,미디어창비,소설문학,3
170,170,pknu80,100,[단편] 돼지 먹이,김보나,듀나,잘 들었습니다,2020.10.24,미디어창비,소설문학,7
171,171,심심한걸,100,[단편] 돼지 먹이,김보나,듀나,잘들을께여,2020.10.24,미디어창비,소설문학,5
172,172,블루윙즈95,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.24,미디어창비,소설문학,3
173,173,벅스턴,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.24,미디어창비,소설문학,3
174,174,마리에서,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.24,미디어창비,소설문학,3
175,175,biotite,100,[단편] 돼지 먹이,김보나,듀나,잘 들었습니다,2020.10.24,미디어창비,소설문학,7
177,177,유노창민,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.24,미디어창비,소설문학,6
178,178,앗싸라05,100,[단편] 돼지 먹이,김보나,듀나,잘들었어요,2020.10.24,미디어창비,소설문학,5
179,179,스케일링비더내김환,100,[단편] 돼지 먹이,김보나,듀나,잘듣겠습니다,2020.10.23,미디어창비,소설문학,6
182,182,baboss,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.23,미디어창비,소설문학,3
185,185,하드코어질럿,100,[단편] 돼지 먹이,김보나,듀나,너무 좋아요,2020.10.23,미디어창비,소설문학,6
186,186,건바이건,100,[단편] 돼지 먹이,김보나,듀나,목소리가 좋아요,2020.10.23,미디어창비,소설문학,8
187,187,고트프리트,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.23,미디어창비,소설문학,3
188,188,200990,100,[단편] 돼지 먹이,김보나,듀나,감사합니다..,2020.10.23,미디어창비,소설문학,7
189,189,그레이빈,100,[단편] 돼지 먹이,김보나,듀나,잘 들었어요..,2020.10.23,미디어창비,소설문학,8
190,190,gaeulachim,100,[단편] 돼지 먹이,김보나,듀나,굿,2020.10.23,미디어창비,소설문학,1
194,194,KNUT,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.23,미디어창비,소설문학,3
195,195,대룡리말바위,100,[단편] 돼지 먹이,김보나,듀나,너무 좋아요,2020.10.23,미디어창비,소설문학,6
197,197,밤턴소년단,100,[단편] 돼지 먹이,김보나,듀나,감사합니다,2020.10.23,미디어창비,소설문학,5
199,199,momo0511,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.23,미디어창비,소설문학,6
200,200,축구adgj1234,100,[단편] 돼지 먹이,김보나,듀나,감사합니다,2020.10.23,미디어창비,소설문학,5
201,201,initialj,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.23,미디어창비,소설문학,3
203,203,nullfehler,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.23,미디어창비,소설문학,6
204,204,나이스가이72,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘 들었습니다.,2020.10.29,미디어창비,소설문학,8
206,206,뜬구름0,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋습니다,2020.10.28,미디어창비,소설문학,4
208,208,주야파파,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.28,미디어창비,소설문학,3
210,210,bsy0076,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.28,미디어창비,소설문학,3
211,211,Sangyub,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.28,미디어창비,소설문학,3
212,212,변경닉네임,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,굿굿굿,2020.10.27,미디어창비,소설문학,3
214,214,니체짱,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘 들어볼게요,2020.10.27,미디어창비,소설문학,7
215,215,마르크그라프,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘들었습니다,2020.10.27,미디어창비,소설문학,6
216,216,sksacyhpar,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘들었습니다,2020.10.27,미디어창비,소설문학,6
219,219,비스트마린,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘들었습니다,2020.10.27,미디어창비,소설문학,6
220,220,중국와이파이,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋습니다,2020.10.27,미디어창비,소설문학,4
225,225,세인트케이,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.26,미디어창비,소설문학,3
226,226,gghh,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘듣고ㅜ있어뇨,2020.10.26,미디어창비,소설문학,7
228,228,꼭안아주세요,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.26,미디어창비,소설문학,3
229,229,shinmg1209,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘들었습니다,2020.10.26,미디어창비,소설문학,6
232,232,소리를먹는다,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.26,미디어창비,소설문학,3
233,233,겁나빠른달팽이,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,감사합니다,2020.10.26,미디어창비,소설문학,5
239,239,익산군,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘들었습니다,2020.10.25,미디어창비,소설문학,6
240,240,pknu80,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘 들었습니다,2020.10.24,미디어창비,소설문학,7
241,241,심심한걸,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘들을께여,2020.10.24,미디어창비,소설문학,5
242,242,블루윙즈95,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.24,미디어창비,소설문학,3
243,243,벅스턴,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.24,미디어창비,소설문학,3
244,244,마리에서,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.24,미디어창비,소설문학,3
245,245,biotite,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘 들었습니다,2020.10.24,미디어창비,소설문학,7
247,247,스케일링비더내김환,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘듣겠습니다,2020.10.23,미디어창비,소설문학,6
249,249,baboss,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.23,미디어창비,소설문학,3
251,251,oversky1,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘 들었습니다,2020.10.23,미디어창비,소설문학,7
252,252,하드코어질럿,80,[단편] 어머니는 잠 못 이루고,권여선,권여선,너무 좋아요,2020.10.23,미디어창비,소설문학,6
254,254,슬로우볼,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요!!!,2020.10.23,미디어창비,소설문학,6
255,255,고트프리트,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,감사합니다,2020.10.23,미디어창비,소설문학,5
258,258,KNUT,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.23,미디어창비,소설문학,3
260,260,대룡리말바위,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,아주 좋아요,2020.10.23,미디어창비,소설문학,6
261,261,ㅂㅌㅅ,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋습니다,2020.10.23,미디어창비,소설문학,4
262,262,밤턴소년단,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,감사합니다,2020.10.23,미디어창비,소설문학,5
264,264,바른말쟁이,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘 듣겠습니다.,2020.10.23,미디어창비,소설문학,8
265,265,momo0511,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘들었습니다,2020.10.23,미디어창비,소설문학,6
266,266,축구adgj1234,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,감사합니다,2020.10.23,미디어창비,소설문학,5
269,269,나이스가이72,100,[단편] 소여,구병모,구병모,좋습니다.,2020.10.29,미디어창비,소설문학,5
272,272,뜬구름0,100,[단편] 소여,구병모,구병모,잘 들었어요,2020.10.28,미디어창비,소설문학,6
273,273,conan34,100,[단편] 소여,구병모,구병모,잘 들었어요,2020.10.28,미디어창비,소설문학,6
275,275,주야파파,100,[단편] 소여,구병모,구병모,좋아요,2020.10.28,미디어창비,소설문학,3
276,276,이뿐똥꼬킹,100,[단편] 소여,구병모,구병모,굿입니다,2020.10.28,미디어창비,소설문학,4
277,277,bsy0076,100,[단편] 소여,구병모,구병모,좋아요,2020.10.28,미디어창비,소설문학,3
278,278,Sangyub,100,[단편] 소여,구병모,구병모,좋아요,2020.10.28,미디어창비,소설문학,3
279,279,니체짱,100,[단편] 소여,구병모,구병모,고맙습니다,2020.10.27,미디어창비,소설문학,5
280,280,마르크그라프,100,[단편] 소여,구병모,구병모,잘들었습니다,2020.10.27,미디어창비,소설문학,6
281,281,sksacyhpar,100,[단편] 소여,구병모,구병모,잘들었습니다,2020.10.27,미디어창비,소설문학,6
282,282,Chivarly,100,[단편] 소여,구병모,구병모,재밌게 듣겠습니다,2020.10.27,미디어창비,소설문학,9
284,284,kimsfull,100,[단편] 소여,구병모,구병모,잘 들었습니다,2020.10.27,미디어창비,소설문학,7
285,285,yuj0715,100,[단편] 소여,구병모,구병모,잘들었어요,2020.10.27,미디어창비,소설문학,5
287,287,브람스00,100,[단편] 소여,구병모,구병모,감사합니다,2020.10.27,미디어창비,소설문학,5
288,288,세인트케이,100,[단편] 소여,구병모,구병모,좋아요,2020.10.26,미디어창비,소설문학,3
291,291,꼭안아주세요,100,[단편] 소여,구병모,구병모,좋아요,2020.10.26,미디어창비,소설문학,3
292,292,shinmg1209,100,[단편] 소여,구병모,구병모,잘들었습니다,2020.10.26,미디어창비,소설문학,6
294,294,깨달음,100,[단편] 소여,구병모,구병모,잘 들었습니다,2020.10.26,미디어창비,소설문학,7
296,296,소리를먹는다,100,[단편] 소여,구병모,구병모,좋아요,2020.10.26,미디어창비,소설문학,3
297,297,겁나빠른달팽이,100,[단편] 소여,구병모,구병모,감사합니다,2020.10.26,미디어창비,소설문학,5
298,298,마임,100,[단편] 소여,구병모,구병모,잘들었습니다,2020.10.26,미디어창비,소설문학,6
300,300,코끼리311,100,[단편] 소여,구병모,구병모,감사합니다.,2020.10.25,미디어창비,소설문학,6
302,302,ha2,100,[단편] 소여,구병모,구병모,잘 들었어요 ㅎㅎ,2020.10.25,미디어창비,소설문학,9
303,303,윰윰이지윰,100,[단편] 소여,구병모,구병모,감사합니다,2020.10.25,미디어창비,소설문학,5
304,304,익산군,100,[단편] 소여,구병모,구병모,잘들었습니다,2020.10.25,미디어창비,소설문학,6
305,305,김대물,100,[단편] 소여,구병모,구병모,좋습니다~~~~~,2020.10.24,미디어창비,소설문학,9
306,306,pknu80,100,[단편] 소여,구병모,구병모,잘 들었습니다,2020.10.24,미디어창비,소설문학,7
307,307,심심한걸,100,[단편] 소여,구병모,구병모,잘들을께여,2020.10.24,미디어창비,소설문학,5
308,308,블루윙즈95,100,[단편] 소여,구병모,구병모,좋아요,2020.10.24,미디어창비,소설문학,3
309,309,벅스턴,100,[단편] 소여,구병모,구병모,좋아요,2020.10.24,미디어창비,소설문학,3
311,311,maxday,100,[단편] 소여,구병모,구병모,잘 들었습니다,2020.10.24,미디어창비,소설문학,7
312,312,마리에서,100,[단편] 소여,구병모,구병모,좋아요,2020.10.24,미디어창비,소설문학,3
313,313,biotite,100,[단편] 소여,구병모,구병모,잘 들었습니다,2020.10.24,미디어창비,소설문학,7
315,315,스케일링비더내김환,100,[단편] 소여,구병모,구병모,잘듣겠습니다,2020.10.23,미디어창비,소설문학,6
317,317,baboss,100,[단편] 소여,구병모,구병모,좋아요,2020.10.23,미디어창비,소설문학,3
320,320,하드코어질럿,100,[단편] 소여,구병모,구병모,너무 좋아요,2020.10.23,미디어창비,소설문학,6
323,323,고트프리트,100,[단편] 소여,구병모,구병모,감사합니다,2020.10.23,미디어창비,소설문학,5
325,325,asdfg원숭이,100,[단편] 소여,구병모,구병모,좋아요,2020.10.23,미디어창비,소설문학,3
326,326,KNUT,100,[단편] 소여,구병모,구병모,좋아요,2020.10.23,미디어창비,소설문학,3
327,327,대룡리말바위,100,[단편] 소여,구병모,구병모,감사합니다,2020.10.23,미디어창비,소설문학,5
328,328,ㅂㅌㅅ,100,[단편] 소여,구병모,구병모,좋습니다,2020.10.23,미디어창비,소설문학,4
329,329,밤턴소년단,100,[단편] 소여,구병모,구병모,감사합니다.,2020.10.23,미디어창비,소설문학,6
