용어,3,쇼코,3,,,선,1,,,,,,,,,,
시연,3,의도,3,,,그림,1,,,,,,,,,,
클래스,3,영구,3,,,입원,1,,,,,,,,,,
아쉬움,3,가격,3,,,유병재,1,,,,,,,,,,
전체,3,백,3,,,관점,1,,,,,,,,,,
번역,3,절,3,,,기모,1,,,,,,,,,,
맘,3,텐데,3,,,강경애,1,,,,,,,,,,
최근,3,실격,3,,,넹,1,,,,,,,,,,
그,3,민음사,3,,,영원,1,,,,,,,,,,
중심,3,전달,3,,,아빠,1,,,,,,,,,,
무엇,3,사건,3,,,쥘베른,1,,,,,,,,,,
이후,3,여기,3,,,배,1,,,,,,,,,,
부탁,3,존재,3,,,돈,1,,,,,,,,,,
종목,3,애,3,,,며칠,1,,,,,,,,,,
천,3,분위기,3,,,만족,1,,,,,,,,,,
분야,3,인,3,,,딸,1,,,,,,,,,,
서술,3,죽음,3,,,소통,1,,,,,,,,,,
요점,3,이보영,3,,,게요,1,,,,,,,,,,
모습,3,밤,3,,,본인,1,,,,,,,,,,
이것,3,이틀,3,,,억기,1,,,,,,,,,,
언어,3,경험,3,,,하루,1,,,,,,,,,,
리딩,3,육아,3,,,무제,1,,,,,,,,,,
배속,3,등장인물,3,,,리트,1,,,,,,,,,,
상식,3,경음,3,,,유료,1,,,,,,,,,,
전문,3,준,3,,,감성,1,,,,,,,,,,
타임,3,대응,3,,,조,1,,,,,,,,,,
모두,2,셰익스피어,3,,,지하촌,1,,,,,,,,,,
인문학,2,아무,3,,,등장,1,,,,,,,,,,
웃음,2,바,3,,,확장,1,,,,,,,,,,
가지,2,대박,3,,,멋,1,,,,,,,,,,
계기,2,화해,3,,,처리,1,,,,,,,,,,
바램,2,딕션,3,,,예의,1,,,,,,,,,,
간,2,원작,3,,,숙연,1,,,,,,,,,,
특정,2,허지웅,3,,,통근,1,,,,,,,,,,
실질,2,여운,3,,,발음,1,,,,,,,,,,
호황,2,여자,3,,,오랫만,1,,,,,,,,,,
서재,2,고생,3,,,가정,1,,,,,,,,,,
머릿속,2,조절,3,,,유혹,1,,,,,,,,,,
김상백,2,미소,3,,,민,1,,,,,,,,,,
찰떡,2,이게,3,,,세관,1,,,,,,,,,,
캐릭터,2,이건,3,,,자연인,1,,,,,,,,,,
보수,2,영선,3,,,오지혜,1,,,,,,,,,,
판단,2,존경,3,,,중,1,,,,,,,,,,
진행,2,어른,3,,,저당,1,,,,,,,,,,
이게,2,등장,3,,,연암,1,,,,,,,,,,
행동,2,도,3,,,소식,1,,,,,,,,,,
시리즈,2,거리,3,,,발전,1,,,,,,,,,,
사용,2,선물,3,,,자랑,1,,,,,,,,,,
감상,2,톤,3,,,주근깨,1,,,,,,,,,,
위로,2,남,3,,,권,1,,,,,,,,,,
무제한,2,대사,3,,,뭔가,1,,,,,,,,,,
이틀,2,다아시,3,,,퇴근길,1,,,,,,,,,,
열정,2,주말,3,,,등록증,1,,,,,,,,,,
김,2,스스로,3,,,악,1,,,,,,,,,,
결제,2,법,3,,,여름밤,1,,,,,,,,,,
신,2,출간,3,,,여름,1,,,,,,,,,,
요성,2,참여,3,,,전쟁,1,,,,,,,,,,
취향,2,유머,3,,,님,1,,,,,,,,,,
관계,2,친구,3,,,셀프,1,,,,,,,,,,
산업,2,다운로드,3,,,눈,1,,,,,,,,,,
리,2,투자,3,,,초반,1,,,,,,,,,,
영향,2,요즘,2,,,선생,1,,,,,,,,,,
주인공,2,초이스,2,,,후,1,,,,,,,,,,
주변,2,반성,2,,,내,1,,,,,,,,,,
아빠,2,참석,2,,,이번,1,,,,,,,,,,
크로스,2,환불,2,,,책장,1,,,,,,,,,,
가입,2,글자,2,,,요귀,1,,,,,,,,,,
의식,2,동물농장,2,,,상태,1,,,,,,,,,,
정책,2,생활,2,,,표류기,1,,,,,,,,,,
진보,2,대화,2,,,교육,1,,,,,,,,,,
시장,2,영상,2,,,망설임,1,,,,,,,,,,
고구려,2,특급,2,,,재능,1,,,,,,,,,,
중반,2,삽입,2,,,학급,1,,,,,,,,,,
설이,2,충격,2,,,역본,1,,,,,,,,,,
사도,2,유익,2,,,흡입력,1,,,,,,,,,,
만큼,2,지하철,2,,,이윤,1,,,,,,,,,,
출퇴근길,2,박정민,2,,,가요,1,,,,,,,,,,
부담,2,선호,2,,,사마천,1,,,,,,,,,,
며칠,2,설마,2,,,배역,1,,,,,,,,,,
계발,2,예고편,2,,,맘,1,,,,,,,,,,
장기,2,고통,2,,,메시지,1,,,,,,,,,,
여주,2,선택,2,,,안도감,1,,,,,,,,,,
밀리,2,말투,2,,,자,1,,,,,,,,,,
소장,2,만족,2,,,프로그램,1,,,,,,,,,,
얼마,2,입장,2,,,에피소드,1,,,,,,,,,,
따름,2,나라,2,,,성운,1,,,,,,,,,,
시야,2,부자,2,,,추구,1,,,,,,,,,,
보통,2,조언,2,,,나세,1,,,,,,,,,,
인간,2,서정,2,,,방학,1,,,,,,,,,,
의도,2,추동,2,,,외면,1,,,,,,,,,,
살,2,새벽,2,,,사랑,1,,,,,,,,,,
남,2,듯이,2,,,모두,1,,,,,,,,,,
대화,2,터,2,,,공포물,1,,,,,,,,,,
의사,2,세정,2,,,중요,1,,,,,,,,,,
편안,2,아쉬움,2,,,만네,1,,,,,,,,,,
욱,2,말씀,2,,,이승열,1,,,,,,,,,,
추가,2,맘,2,,,상드리용,1,,,,,,,,,,
밑,2,필수,2,,,명불허전,1,,,,,,,,,,
비교,2,페이지,2,,,클럽,1,,,,,,,,,,
이론,2,누구,2,,,미국,1,,,,,,,,,,
달,2,연기력,2,,,한편,1,,,,,,,,,,
습관,2,꺼,2,,,브로,1,,,,,,,,,,
탑,2,딸,2,,,청취,1,,,,,,,,,,
한계,2,사모,2,,,남,1,,,,,,,,,,
그건,2,외,2,,,표현,1,,,,,,,,,,
자본주의,2,활동,2,,,이상,1,,,,,,,,,,
초,2,광주,2,,,꿀,1,,,,,,,,,,
산,2,기본,2,,,와일드,1,,,,,,,,,,
문맥,2,점,2,,,오,1,,,,,,,,,,
체험,2,며칠,2,,,내요,1,,,,,,,,,,
박사,2,출판사,2,,,자기,1,,,,,,,,,,
대로,2,설명,2,,,색,1,,,,,,,,,,
성인,2,혼자,2,,,ㄹ,1,,,,,,,,,,
리뷰,2,시민,2,,,밖,1,,,,,,,,,,
사장,2,깊이,2,,,구분,1,,,,,,,,,,
표현,2,내일,2,,,딩,1,,,,,,,,,,
지,2,문학가,2,,,세계,1,,,,,,,,,,
공산주의,2,영향,2,,,한예리,1,,,,,,,,,,
안정,2,결과,2,,,힘,1,,,,,,,,,,
현상,2,엔딩,2,,,대비,1,,,,,,,,,,
관련,2,감당,2,,,빨강,1,,,,,,,,,,
행복,2,김영선,2,,,케이,1,,,,,,,,,,
기업,2,리지,2,,,원,1,,,,,,,,,,
사업,2,초,2,,,최기,1,,,,,,,,,,
마련,2,가능,2,,,영화,1,,,,,,,,,,
삼,2,관심,2,,,요조,1,,,,,,,,,,
예시,2,리,2,,,엄두,1,,,,,,,,,,
겸손,2,기능,2,,,브로콜리너마저,1,,,,,,,,,,
구매,2,최태성,2,,,평점,1,,,,,,,,,,
남녀,2,출시,2,,,여기,1,,,,,,,,,,
전개,2,학창,2,,,구독,1,,,,,,,,,,
사건,2,직장,2,,,정진영,1,,,,,,,,,,
해석,2,청소년,2,,,누군가,1,,,,,,,,,,
그때,2,한국인,2,,,방법,1,,,,,,,,,,
강의,2,면,2,,,출퇴근,1,,,,,,,,,,
고고,2,영어,2,,,활동,1,,,,,,,,,,
드,2,추가,2,,,박지윤,1,,,,,,,,,,
코맹맹이,2,발견,2,,,에쎄,1,,,,,,,,,,
팬,2,상상,2,,,섭,1,,,,,,,,,,
나이,2,애신,2,,,구토,1,,,,,,,,,,
차단,2,밋,2,,,문장,1,,,,,,,,,,
세자,2,효과,2,,,이분,1,,,,,,,,,,
서로,2,아픔,2,,,철호,1,,,,,,,,,,
중앙은행,2,세,2,,,축복,1,,,,,,,,,,
비판,2,불면증,2,,,요정,1,,,,,,,,,,
전문가,2,비추,2,,,입감,1,,,,,,,,,,
숨소리,2,방법,2,,,예술가,1,,,,,,,,,,
분배,2,날개,2,,,시인,1,,,,,,,,,,
그게,2,틈,2,,,격려,1,,,,,,,,,,
식,2,누군가,2,,,편리,1,,,,,,,,,,
전공,2,가이드,2,,,문화,1,,,,,,,,,,
다큐,2,건가,2,,,가지,1,,,,,,,,,,
쏘,2,그때,2,,,이해,1,,,,,,,,,,
최악,2,울림,2,,,감격,1,,,,,,,,,,
