!!!!!!,1
요민,1
막걸리,1
성운,1
미래한국,1
열심히,1
AI,1
위,1
ㆍ영어로,1
해봄직한,1
라니,1
생각나,1
꿀맛,1
절절,1
억지러,1
소광희,1
잡요,1
실감,1
느꼈,1
펄럭이,1
ㅠㅇ잘,1
생생,1
순간,1
소홀,1
체험,1
무슨,1
방,1
주제,1
접해야,1
딜,1
무심코,1
마치,1
서글펐,1
먹먹,1
당연,1
진화,1
맞,1
곱,1
성,1
부럽,1
자리,1
아프,1
왕자,1
분쟁,1
!!!,1
못하,1
남겼,1
하여금,1
비,1
블랙,1
대,1
뜨겁,1
ㅜㅜ좋은책오디오북감사합니다,1
볼,1
레몬,1
먼저,1
라면,1
알려,1
쏙,1
기다립니다,1
얕,1
멋,1
전혀,1
...,1
참으로,1
으름,1
윤동주,1
신,1
요타,1
로워요,1
융,1
일까,1
하루,1
운전,1
ㅕ좋아요무섭지만,1
건조,1
감독,1
요목,1
구나,1
힘내,1
청취,1
^^^,1
됨,1
요배,1
동심,1
보통,1
용,1
발산,1
그런,1
아용,1
:-),1
봐,1
불편,1
번리,1
장산,1
만큼,1
수입,1
평점,1
얼마,1
격려,1
쏟,1
사회상,1
흠흠,1
치유,1
스토리,1
들으,1
소보,1
새벽,1
여유,1
캐시,1
더운,1
오래,1
여러분,1
야지,1
배워,1
대단히,1
그나저나,1
거릴,1
해진,1
전해,1
불리,1
만나,1
용제,1
깁니다,1
럽,1
퀄리티,1
최,1
만족,1
잠잘,1
빨리빨리,1
보이,1
신기,1
가난,1
남,1
빨리,1
조시,1
씁니다,1
시절,1
개꿀,1
힘든,1
EBS,1
우와,1
에피소드,1
호강,1
걍,1
ㅜㅜ좋아요진짜,1
재미,1
머치,1
야,1
반갑,1
바람,1
문소리,1
달라,1
믿,1
식형,1
기본,1
또한,1
유착,1
웬만,1
미남,1
아버지,1
껴,1
셔요,1
신청,1
의존,1
모든,1
높,1
군요,1
소,1
국가,1
영,1
봉,1
미,1
파일,1
거짓말,1
유용,1
팬,1
ㅋ,1
마지막,1
경음악,1
끊,1
다큐,1
18,1
마저,1
ㅡㅡ,1
당과,1
밋,1
옛날,1
남기,1
급하,1
풍부,1
pd,1
독자,1
담,1
누님,1
고민,1
ㅓㅇ규잘들었습니다잘,1
까칠,1
며,1
따,1
위로,1
원래,1
기원,1
멀쩡,1
는데요,1
매칭,1
지나,1
괴담,1
노력,1
개발,1
건강,1
집,1
문학상,1
활동,1
등,1
첨,1
봐야,1
진행,1
께서,1
‘,1
갓,1
원칙,1
1987,1
★★,1
작법,1
할무니,1
상당히,1
러,1
는다면,1
호감,1
처음,1
게여,1
b,1
이벤트,1
효과,1
젛네여목소리,1
우리,1
성서,1
다시금,1
근데,1
묘사,1
다면,1
ㅠ들,1
재미나,1
너,1
쪽,1
줘야,1
으신,1
버틴다,1
어울릴,1
가주,1
방향,1
으로서,1
날로,1
처럼,1
희생,1
빨간머리앤,1
서서히,1
코칭,1
위안,1
온다는,1
실없이,1
꽁,1
언젠가,1
남자,1
요성,1
나세,1
심리학,1
편합니다,1
션,1
이건,1
다지,1
후회,1
맞춘,1
아쉽,1
정작,1
걸로,1
끼치,1
300,1
gripping,1
어려워,1
인물,1
가정,1
역설,1
기운,1
건,1
:,1
이해,1
발음,1
자꾸,1
서비스,1
지난,1
밌어요잘들을게요들어봅니다넘재밌어요좋아요,1
배,1
속편,1
움직이,1
뵈,1
수다,1
탁,1
북,1
준,1
스기,1
존경,1
재능기부,1
오아시스,1
아뇨,1
사탕,1
도종환,1
c,1
거부,1
갈수록,1
ㄴ,1
될지,1
해설,1
면기,1
되새김,1
흥미진진,1
한테,1
젊,1
부여,1
시도,1
빠져드,1
설레이,1
제목,1
영화,1
각각,1
지루,1
아픕니다,1
보내,1
깨닫,1
죽,1
애틋,1
),1
업무,1
완,1
으로써,1
으니깐,1
요조,1
느낄,1
돌,1
훔쳐,1
펼쳐진,1
시대,1
ㅅ,1
신천지,1
살려,1
아름답,1
박지원,1
기획,1
ㄲ,1
확실,1
재능,1
출퇴근,1
두근두근,1
풀,1
아닐,1
삭이,1
편,1
슴,1
틔,1
려나요,1
스러워,1
가해자,1
여기,1
....,1
!!!!!!!!!,1
사색,1
한번,1
갖,1
아재,1
gd,1
기다렸,1
쩔,1
BGM,1
창비,1
ㅋㅋ,1
콜라보,1
로웠,1
프레임,1
ㅎㅎㅎ,1
상황,1
걸,1
섬세,1
무현,1
형제,1
애,1
~♥,1
거려요,1
으네,1
쓰여졌,1
약,1
빠져들,1
모르,1
색다르,1
깔끔,1
very,1
혹시나,1
세계,1
임,1
하고,1
컸,1
성진환,1
안티,1
이상,1
가끔,1
보호자,1
달콤,1
ㄱ,1
청하,1
자격,1
모였,1
이승열,1
’,1
주고받,1
학우,1
써,1
신선,1
쏘,1
먼,1
!!!!!!!,1
지식,1
거든요,1
도전,1
사실,1
완성도,1
♥♥♥,1
으면서,1
자주,1
ㅠ,1
형,1
