,nickname,rating,title,voice,author,review,created,publish
0,로신123,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,3권은 언제쯤 나올까요?,2019.11.17,커뮤니케이션북스
1,liu43220,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,앤 시리즈 8권이 다 번역되는 그날까지 기다립니다.,2019.09.18,커뮤니케이션북스
2,이지니니지,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"빨간머리앤 시리즈 다 읽어보고 싶었는데, 이렇게 들을 수 있으니 너무 좋아요. 다음편도 기대할게요!",2019.06.27,커뮤니케이션북스
3,miltaiji,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,이지혜님 목소리가좋아요,2019.06.14,커뮤니케이션북스
4,peaceap,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아요 잘들을께요,2019.06.08,커뮤니케이션북스
5,aaawecd1,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,듣기 편하네요. 재밌어요.,2019.06.08,커뮤니케이션북스
6,복돌보리,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,목소리가 좋네요,2019.06.08,커뮤니케이션북스
7,장돌목공,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아요,2019.06.07,커뮤니케이션북스
8,jjmview,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,Good,2019.06.07,커뮤니케이션북스
9,jmview,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아요,2019.06.07,커뮤니케이션북스
10,tokra,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,잘 들을게요,2019.06.06,커뮤니케이션북스
11,itself,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아요,2019.06.06,커뮤니케이션북스
12,eunnicho,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아요,2019.06.06,커뮤니케이션북스
13,송송이맘,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"새롭다. 내자신이 듣기 어색하다  신기하다
여유롭다",2019.06.06,커뮤니케이션북스
14,따봉구아,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,잘 들었습니다,2019.06.06,커뮤니케이션북스
15,크리스토퍼놀람,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,잘 들었습니다,2019.06.06,커뮤니케이션북스
16,찰리찰리,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,제미있게 잘들었습니다!,2019.06.06,커뮤니케이션북스
17,밤샘0815,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,어릴때  읽었던 것보다 나이 들어서 읽으니 더 좋네요 앤에 대한 묘사가 너무 생생하고 재밌네요,2019.06.06,커뮤니케이션북스
18,아시안컵,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,말이필요없음 꼭들아보세여 빨강머리앤은 사랑입니다^^,2019.06.06,커뮤니케이션북스
19,rehood,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,너무 재미 있습니다 감사합니다,2019.06.06,커뮤니케이션북스
20,okyy7928,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,감동했습니다,2019.06.06,커뮤니케이션북스
21,밥상의국가대표한견,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,와! 완전 좋은데요 추천합니다,2019.06.06,커뮤니케이션북스
22,용용수수수,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋은목소리로 좋은글감사합니다,2019.06.06,커뮤니케이션북스
23,제롬모로우,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,대으박 귀가호강해,2019.06.06,커뮤니케이션북스
24,네이처파운드,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아요,2019.06.06,커뮤니케이션북스
25,꿈을볶는카페커피베이,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아요,2019.06.06,커뮤니케이션북스
26,컴온타스,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,앤은 어릴때보다 어른이 접해야 할 이야기입니다. 확실합니다.,2019.06.06,커뮤니케이션북스
27,넉언니,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"목소리가 잘 어울리네요^^
이야기에 집중되며 시간가는줄 모르고 들었습니다ㅎㅎ",2019.06.06,커뮤니케이션북스
28,hoot720,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,빨강머리 앤의 성장 후 이야기가 있다는 것을 알고 읽던 때가... 정말 오래전이네요 ㅎ 기억도 가물가물하네요 ㅎ 두근두근하는 맘으로 들어보려합니다  감사합니다,2019.06.06,커뮤니케이션북스
29,gianis,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"어렸을때부터 들어온 친숙한 이름이고 캐나다에서 오래 거주하면서 한번쯤 배경이 되는곳을 가고싶다는 생각을 했었는데 오디오북이라니, 아주 좋네요 ㅎㅎㅎ",2019.06.06,커뮤니케이션북스
30,me8612,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,귀를 쫑긋하게 만드는 잔잔한 매력이 있으세요~~ 잘 들었습니다 ^^,2019.06.06,커뮤니케이션북스
31,한냥두냥커피한알,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"1권 다 듣자마자 구독하러 왔어요.
또 만나서 반갑다 앤.",2019.06.06,커뮤니케이션북스
32,꼬내0822,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,기대 됩니다~~,2019.06.06,커뮤니케이션북스
33,mlim,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,굿,2019.06.06,커뮤니케이션북스
34,한탕하자,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,흥미롭습니다,2019.06.05,커뮤니케이션북스
35,아이오우어여,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋네요,2019.06.05,커뮤니케이션북스
36,명박저격수,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,재밌습니다^^,2019.06.05,커뮤니케이션북스
37,말포이,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,잘 들었습니다 좋네요,2019.06.05,커뮤니케이션북스
38,Django,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,600캐쉬,2019.06.05,커뮤니케이션북스
39,spp,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,귀에 촥촥 감기네요,2019.06.05,커뮤니케이션북스
40,민트초코초코,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"귀에 쏙쏙 들어오네요..♥
마음이 평온해집니다",2019.06.05,커뮤니케이션북스
41,미스치루,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,정말 기대됩니다!!,2019.06.05,커뮤니케이션북스
42,도리도리78,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,너무좋네요~,2019.06.05,커뮤니케이션북스
43,mnywn,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,어릴 때 봤던 빨강머리  앤이 생각나네요 추억소환~,2019.06.05,커뮤니케이션북스
44,요요제로,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"추억이 새록새록  생각나서 좋았어요.
목소리 정말 듣기 좋았습니다 ^^",2019.06.05,커뮤니케이션북스
45,친절한강재씨,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,이런거 참 좋습니다~ 굿굿~,2019.06.05,커뮤니케이션북스
46,크리스토퍼로빈,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"팟빵 컨텐츠가 다양해 지는군요~
잘 듣겠습니다~^^",2019.06.05,커뮤니케이션북스
47,장비서,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,앤에게는 언제나 정이 갑니다,2019.06.05,커뮤니케이션북스
48,닉네임한글체크,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,남자도 앤 좋아합니다,2019.06.05,커뮤니케이션북스
49,박지희이상형은표필상,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,감동입니다!,2019.06.05,커뮤니케이션북스
50,청계천,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,결재하고 들으려 하는데 ㄷㄷ  설랩니다 .,2019.06.05,커뮤니케이션북스
51,dgbdaegu,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,느낌있네요,2019.06.04,커뮤니케이션북스
52,리비디비루바바,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,느낌있네요^^,2019.06.04,커뮤니케이션북스
53,ilmale0312,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,와 너무 좋네요 ㅎㅎ 결제하길 잘했네요 ㅎㅎ,2019.06.04,커뮤니케이션북스
54,자유호,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,조아라~,2019.06.04,커뮤니케이션북스
55,또또ㅎ,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,평온하네요,2019.06.04,커뮤니케이션북스
56,림보2013,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,우와우와... 기다리고 있었어요,2019.06.04,커뮤니케이션북스
57,요시니,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아요~,2019.06.04,커뮤니케이션북스
58,이이제이여  영원하라,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,목소리가 참편하네요,2019.06.04,커뮤니케이션북스
59,신발패턴사,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,목소리 짱!!,2019.06.04,커뮤니케이션북스
60,코끼리311,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,들을만 해요! ...,2019.06.04,커뮤니케이션북스
61,수블미무르,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,목소리가좋아요!,2019.06.04,커뮤니케이션북스
62,소미아빠1,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,목소리가 짱입니다,2019.06.04,커뮤니케이션북스
63,해픈남자,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,잘들었습니다 목소리가 좋았어요,2019.06.04,커뮤니케이션북스
64,eran,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋네요,2019.06.04,커뮤니케이션북스
65,S빈3830,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"목소리도 잔잔하고
참 좋아요~^^",2019.06.04,커뮤니케이션북스
66,한결1온새미로,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아요 ^^,2019.06.04,커뮤니케이션북스
67,teojs,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,앤을 좋아했던 저의 소녀시절이 떠올라 참 좋았습니다.,2019.06.04,커뮤니케이션북스
68,무한블랙홀,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,매번  빨간머리 앤을 접할때마다 새롭습니다. 이번에도 기대합니다,2019.06.04,커뮤니케이션북스
69,르네친구,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,궁금했던 에리번리 이야기를 듣게되서 좋아요~,2019.06.04,커뮤니케이션북스
70,겨울에힘들었음,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,언젠가는 다 들을수 있기를바랍니다,2019.06.04,커뮤니케이션북스
71,thestone,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,듣는 소설 재미있고 기대됩니다 ㅎㅎ,2019.06.04,커뮤니케이션북스
72,사유의거처,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,듣는 소설 좋습니다ㅎ,2019.06.04,커뮤니케이션북스
73,꼬꼬리코돌격대,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,안 들으면 후회해요!! *^^*,2019.06.04,커뮤니케이션북스
74,쌀국수요,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,팟빵 듣느라 하루 다가네,2019.06.03,커뮤니케이션북스
75,하루살이7777,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,자기전에 틀어놓고 자야겠네요,2019.06.03,커뮤니케이션북스
76,까레스키,70,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아여,2019.06.03,커뮤니케이션북스
77,나는기다자,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,너무재밌네요 추천드립니다,2019.06.03,커뮤니케이션북스
78,진진호,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,듣기좋아요~자면서 듣기좋을것같아요,2019.06.03,커뮤니케이션북스
79,삼두미녀,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,잼나요,2019.06.03,커뮤니케이션북스
80,구성찬,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,개잼,2019.06.03,커뮤니케이션북스
81,써니텐,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,앤 너무 조아요,2019.06.03,커뮤니케이션북스
82,ajmdmf,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,good,2019.06.03,커뮤니케이션북스
83,두비11,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,빨강머리앤 너무 좋아요,2019.06.03,커뮤니케이션북스
84,별곁달,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,믿고 듣는 빨강머리 앤! 추천해요~,2019.06.03,커뮤니케이션북스
85,00young,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"기분이 좋아지는 오디오북 
어른에게 더 좋은 책입니다",2019.06.03,커뮤니케이션북스
86,아아메아아메,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,추천합니다,2019.06.03,커뮤니케이션북스
87,피러미드박,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,들을만합니다,2019.06.03,커뮤니케이션북스
88,4554436iu,70,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,넘재미남,2019.06.03,커뮤니케이션북스
89,잠시예무리,60,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,이거 쓰면 뭐주나요? 안주는거 같던데,2019.06.03,커뮤니케이션북스
90,halyanee,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,너무 재미있엉요~ 레드먼드의 앤도.. 있었으면..!!!,2019.06.03,커뮤니케이션북스
91,pro415,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,잘들었습니다~,2019.06.03,커뮤니케이션북스
92,모두가평등한나라,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,언제 들어도 즐거운 앤 이야기 ㅋ,2019.06.03,커뮤니케이션북스
93,백숙111,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,요즘처럼 바쁜 시대에 소설을 배우의 목소리로 들을수 있어서 너무 좋았습니다.,2019.06.03,커뮤니케이션북스
94,우주먼지구인사,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"소녀에서 여인으로 성장한 앤~
여전히 사랑스러워요",2019.06.02,커뮤니케이션북스
95,handrake12,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,항상 밝고 긍정적인 시고의 앤을 보며 힘든 요즘을 살아가며 위로 받습니다 감사합니다,2019.06.02,커뮤니케이션북스
96,브람스0,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,재밌게 들을래요~~ 고전들 강추합니다,2019.06.02,커뮤니케이션북스
97,마코공주,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,빨강머리 앤 들으면서 요즘 참 행복합니다. 앤의 긍정적이며 부지런하고 자기를 지키며 남에게 좋은 영향을 끼치며 재미있게 사는 모습에 나도 이제부터라도 본받아 살고싶네요. 듣는 책이 있어서 참좋아요. 목소리 연기가 좋아서 그 상황이 마구 상상의 나래가 펴지거든요. 고맙습니다.^^,2019.06.02,커뮤니케이션북스
98,nachbar3,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,재밌네요~~^^,2019.06.02,커뮤니케이션북스
99,흥분대요,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,재밌어요ㅎㅎ,2019.06.02,커뮤니케이션북스
100,청적,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋네요,2019.06.02,커뮤니케이션북스
101,delllonga,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,잘듣겟습니다.,2019.06.02,커뮤니케이션북스
102,delllong,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋네요,2019.06.02,커뮤니케이션북스
103,loogie88,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,추억의 빨강머리앤.. 기대됩니다,2019.06.02,커뮤니케이션북스
104,완두콩나무,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,편안한 목소리  잘 들겠습니다~,2019.06.02,커뮤니케이션북스
105,걸어뒤후리기,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,잘들을께요,2019.06.02,커뮤니케이션북스
106,hamsik,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,재밌게 듣겠습니다,2019.06.02,커뮤니케이션북스
107,두두리,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,기대되요,2019.06.02,커뮤니케이션북스
108,에세체인지,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,기대됩니다,2019.06.02,커뮤니케이션북스
109,pinktulip,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,빨간머리앤~* 커서도 늘 희망을 주는 아이...너무 좋아요^^,2019.06.02,커뮤니케이션북스
110,caesar88,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,기대됩니이,2019.06.02,커뮤니케이션북스
111,홍홍37,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,너무 좋아요,2019.06.02,커뮤니케이션북스
112,momo213,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,재밌어요. 아이와 차안에서 들으니 더 좋네요.,2019.06.02,커뮤니케이션북스
113,ㅊㄹㅆ,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,더 듣고 싶어요,2019.06.02,커뮤니케이션북스
114,우주토끼m,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,평소에 좋아하는 빨간머리앤 이야기를 들을수있어서 좋은거같아요^^,2019.06.02,커뮤니케이션북스
115,Jaeyie,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,읽는 것과는 또다른 재미가 있네요~*.*,2019.06.02,커뮤니케이션북스
116,동일,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"빨강머리앤 듣고있으니 옛날 만화보던 
추억이 떠올라요^^",2019.06.02,커뮤니케이션북스
117,후크캡,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,목소리가 편안해서 계속 듣고 싶어요. 빨강머리 앤의 등장 인물들... 새록새록 떠오르네요.^^,2019.06.02,커뮤니케이션북스
118,정ㅅㅇ,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,원작을 잘 살린듯!!,2019.06.02,커뮤니케이션북스
119,Kidult,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"좋은책을 편하게 듣게되니 좋습니다.
묘사부분은 좀 빠르게 읽어주시는 듯 하지만, 목소리 연기는 참 좋으시네요.",2019.06.02,커뮤니케이션북스
120,오소리로소이다,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"푸른 포플러나무, 붉은 양귀비꽃이 보이는듯..",2019.06.02,커뮤니케이션북스
121,나이야르르,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,목소리가 집중해서 들을수있고 좋아요,2019.06.02,커뮤니케이션북스
122,지예,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,잠들기 전에 듣기 좋아요,2019.06.01,커뮤니케이션북스
123,김대물,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,목소리가 너무좋아요~~~,2019.06.01,커뮤니케이션북스
124,브람스00,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,계속해서 좋은 고전 콘텐츠 만들어 주세요~,2019.06.01,커뮤니케이션북스
125,수번의찰나,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아서 계속 듣고싶어요,2019.06.01,커뮤니케이션북스
126,은서야,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,빨간머리앤이   나올줄  ... 최애 소설 빨간머리앤은  매번   책으로   감동을  주더니   이제는  직접  오디오로  다가오네요,2019.06.01,커뮤니케이션북스
127,달새울음,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,재밌네요,2019.06.01,커뮤니케이션북스
128,우가우기,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,의외로 잼나요 ㅎ,2019.06.01,커뮤니케이션북스
129,몰랑요하,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,추억의 아름다운 이야기~ 좋은 음성에 잘들었습니다.,2019.06.01,커뮤니케이션북스
130,스밀라의눈,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,빨강머리 앤 두 번째 이야기가 있는 줄 몰랐어요 기대합니다,2019.06.01,커뮤니케이션북스
131,yunoo,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,앤 너무 좋아했어요 ,2019.06.01,커뮤니케이션북스
132,수원헌이,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,기대됩니다,2019.06.01,커뮤니케이션북스
133,그거좋다야,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,기대,2019.06.01,커뮤니케이션북스
134,아봉쓰,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,기대됩니다~,2019.06.01,커뮤니케이션북스
135,중앙돌파다,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,재밌을 것 같아요~,2019.06.01,커뮤니케이션북스
136,차군아커피,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,기대됩니다,2019.06.01,커뮤니케이션북스
137,baby73,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,좋아요 귀에 쏙쏙!,2019.06.01,커뮤니케이션북스
138,7개의대죄,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,첫번째 이야기가 유명해서 두번째 이야기는 생소하네요.. 그래도 기대가 됩니다.,2019.06.01,커뮤니케이션북스
139,천지현황우주홍황,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,오우예~,2019.06.01,커뮤니케이션북스
140,woody75,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,옛날 생각나네요~~,2019.06.01,커뮤니케이션북스
141,응답을기다리는중,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,우리아이에게도 빨강머리앤 추억을 남겨줘야지,2019.06.01,커뮤니케이션북스
142,수원블루사나이,70,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,오우,2019.06.01,커뮤니케이션북스
143,아진짜한번만,80,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,목소리 좋으시네요 ㅎㅎ,2019.06.01,커뮤니케이션북스
144,말레나,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,어른이 된 앤~ 생소하면서도 기대가 돼요!!!,2019.06.01,커뮤니케이션북스
145,gagamelg,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,직접 읽는것과 듣는건 느낌이 조금 다르네요,2019.06.01,커뮤니케이션북스
146,유니씌,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,빨간머리앤 두번째이야기도 재밌어요:),2019.06.01,커뮤니케이션북스
147,항구탐험대,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,빨강머리앤 쵝오,2019.06.01,커뮤니케이션북스
148,고추냉이마카롱,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"두번째 작품은 처음 보네요!!
빨강머리 앤의 새로운 이야기라니~",2019.05.31,커뮤니케이션북스
149,karenne,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,어릴때 가장좋아했던 작품. 성인이되어 다시들으니 캐릭터들의 사랑스러움이 더 와닿네요,2019.05.31,커뮤니케이션북스
150,somsaatang,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,마치 그림 동화책을 읽듯이 배경과 주인공이 그려져요. 앤이 옆에서 속삭이는 것 같아요. 듣고 있자니 즐거워져요.,2019.05.31,커뮤니케이션북스
151,웅크린냥이,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,진짜 좋네요~,2019.05.31,커뮤니케이션북스
152,멋진해고래,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,목소리 좋으시다,2019.05.31,커뮤니케이션북스
153,안산가영맘,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"꿈많은 소녀 앤
학창시절로 돌아간것 같은 기분이 들어요",2019.05.31,커뮤니케이션북스
154,타우너터보,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,어릴적 추억이 생각 나네요,2019.05.31,커뮤니케이션북스
155,크리스탈리치,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,듣기 좋아요,2019.05.31,커뮤니케이션북스
156,lesmise,90,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,주근깨 ~ 빨간머리~ 앤 귀엽지는 않지만 사랑스러워~~,2019.05.31,커뮤니케이션북스
157,irene711,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,어릴 때 봤던 건데...ㅎㅎ,2019.05.31,커뮤니케이션북스
158,musamo,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,듣기좋아요,2019.05.31,커뮤니케이션북스
159,레드크림,100,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,"목소리 정말 좋으시네요 듣기 좋아요
오디오북 목소리분  선정이 좋아요",2019.05.31,커뮤니케이션북스
