,title,voice,author,publish
131,[커뮤니케이션이해총서]복잡계로 바라본 C-P-N-D ICCT 생태계,최창현,"최창현, 정시구",커뮤니케이션북스
132,[커뮤니케이션이해총서]영화 연기,박서연,박서연,커뮤니케이션북스
133,[커뮤니케이션이해총서]유명인 광고,남인용,남인용,커뮤니케이션북스
134,[커뮤니케이션이해총서]광고와 설득,남인용,남인용,커뮤니케이션북스
135,[커뮤니케이션이해총서]브랜드 스토리텔링,김태욱,김태욱,커뮤니케이션북스
136,[커뮤니케이션이해총서]기상캐스터,김정윤,김정윤,커뮤니케이션북스
137,[커뮤니케이션이해총서]장르영화,배상준,배상준,커뮤니케이션북스
138,[커뮤니케이션이해총서]방송 콘텐츠 기획,이자혜,이자혜,커뮤니케이션북스
139,[커뮤니케이션이해총서]정부광고의 정석,김병희,김병희,커뮤니케이션북스
140,[커뮤니케이션이해총서]문화예술 8P 마케팅,김병희,김병희,커뮤니케이션북스
141,[커뮤니케이션이해총서]한국 방송사,윤홍근,윤홍근,커뮤니케이션북스
142,[커뮤니케이션이해총서]채널 브랜드 아이덴티티 디자인,심형근,심형근,커뮤니케이션북스
143,[커뮤니케이션이해총서]헬스 커뮤니케이션,정의철,정의철,커뮤니케이션북스
144,[커뮤니케이션이해총서]브리태니커 백과사전,장경식,장경식,커뮤니케이션북스
145,[커뮤니케이션이해총서]CF 직업,정상수,정상수,커뮤니케이션북스
146,[커뮤니케이션이해총서]한 단어 프레젠테이션,정상수,정상수,커뮤니케이션북스
147,[커뮤니케이션이해총서]방송 편성 전략,한진만,한진만,커뮤니케이션북스
148,[커뮤니케이션이해총서]오메가 설득 이론,이현우,이현우,커뮤니케이션북스
149,[커뮤니케이션이해총서]방송 사건,한진만,한진만,커뮤니케이션북스
150,[커뮤니케이션이해총서]축제 이론,류정아,류정아,커뮤니케이션북스
151,[커뮤니케이션이해총서]태아 커뮤니케이션,"정경희,박효미","정경희,박효미",커뮤니케이션북스
152,[커뮤니케이션이해총서]문화 산업의 기초이론,김평수,김평수,커뮤니케이션북스
153,[커뮤니케이션이해총서]컴퓨터그래픽스 역사,이인재,이인재,커뮤니케이션북스
154,[커뮤니케이션이해총서]브랜드 네이밍과 상표권,조성광,조성광,커뮤니케이션북스
155,[커뮤니케이션이해총서]중국 홍콩 타이완 영화,박희성,박희성,커뮤니케이션북스
156,[커뮤니케이션이해총서]세계 방송사,윤홍근,윤홍근,커뮤니케이션북스
157,[커뮤니케이션이해총서]시청률 조사,정용찬,정용찬,커뮤니케이션북스
158,[커뮤니케이션이해총서]슈퍼 히어로,한창완,한창완,커뮤니케이션북스
159,[커뮤니케이션이해총서]불통에 대한 이해,안민호,안민호,커뮤니케이션북스
160,[커뮤니케이션이해총서]인쇄 역사,오성상,오성상,커뮤니케이션북스
161,[커뮤니케이션이해총서]미디어 아트,정동암,정동암,커뮤니케이션북스
162,[커뮤니케이션이해총서]영화 제작 기획서 쓰는 법,유세문,유세문,커뮤니케이션북스
163,[커뮤니케이션이해총서]비즈니스 혁신의 10대 경영도구,노규성,노규성,커뮤니케이션북스
164,[커뮤니케이션이해총서]커뮤니케이션,오미영,오미영,커뮤니케이션북스
165,[커뮤니케이션이해총서]TV 뉴스 편집,김강석,김강석,커뮤니케이션북스
166,[커뮤니케이션이해총서]문화 연구자,정재철,정재철,커뮤니케이션북스
167,[커뮤니케이션이해총서]브랜드 네이밍,정경일,정경일,커뮤니케이션북스
168,[커뮤니케이션이해총서]할리우드 영화,신강호,신강호,커뮤니케이션북스
169,[커뮤니케이션이해총서]만화의 문화 정치와 산업,한창완,한창완,커뮤니케이션북스
170,[커뮤니케이션이해총서]라디오 수신기의 역사,남표,남표,커뮤니케이션북스
171,[커뮤니케이션이해총서]라디오 프로그램 포맷,김승월,김승월,커뮤니케이션북스
172,[커뮤니케이션이해총서]행복 소통의 심리,나은영,나은영,커뮤니케이션북스
173,[커뮤니케이션이해총서]글로벌 스포츠 마케팅,이재우,이재우,커뮤니케이션북스
174,[커뮤니케이션이해총서]디지털 미디어 디자인,진경아,진경아,커뮤니케이션북스
175,[커뮤니케이션이해총서]콘셉트 커뮤니케이션,이현영,이현영,커뮤니케이션북스
176,[커뮤니케이션이해총서]출판 저작권,김기태,김기태,커뮤니케이션북스
177,[커뮤니케이션이해총서]출판 기획물의 세계사,부길만,부길만,커뮤니케이션북스
178,[커뮤니케이션이해총서]텔레비전 프로그램 포맷,은혜정,은혜정,커뮤니케이션북스
179,[커뮤니케이션이해총서]미디어 콘텐츠의 수용,안은미,안은미,커뮤니케이션북스
180,[커뮤니케이션이해총서]뉴미디어 방송 편성,김유정,김유정,커뮤니케이션북스
181,[커뮤니케이션이해총서]영화 산업,김미현,김미현,커뮤니케이션북스
182,[커뮤니케이션이해총서]디지털 콘텐츠 저작권,하동철,하동철,커뮤니케이션북스
183,[커뮤니케이션이해총서]공간형 콘텐츠,태지호,태지호,커뮤니케이션북스
184,[커뮤니케이션이해총서]기억 문화 연구,태지호,태지호,커뮤니케이션북스
185,[커뮤니케이션이해총서]국제방송의 역사와 유형,이진로,이진로,커뮤니케이션북스
